,level_0,index,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
1163,1163,0,Sekigahara: The Unification of Japan,2011,2,2,180,14,,https://cf.geekdo-images.com/eMJAona-uXwh6t2AcugGEg__thumb/img/6qn1NgnJ9inZNfLlrBdWK3FritU=/fit-in/200x150/filters:strip_icc()/pic1063508.jpg
1164,1164,0,Combat Commander: Europa,2006,2,2,180,12,,https://cf.geekdo-images.com/uKaL10FK-u9wfYyK6MQaNg__thumb/img/4KyQXL7NMnaXSVYimKkJRCjQ2I8=/fit-in/200x150/filters:strip_icc()/pic992459.jpg
1165,1165,0,Descendance,2011,2,4,90,12,,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__thumb/img/5H-bOQSAtO8LaWI3i3_oG3CQHHg=/fit-in/200x150/filters:strip_icc()/pic2760568.jpg
1166,1166,0,T.I.M.E Stories,2015,2,4,90,12,,https://cf.geekdo-images.com/XmwCsjQ3C1Ul53ZN2o8Q-Q__thumb/img/tTU1YVtab-cN5gCdagINowvVA2g=/fit-in/200x150/filters:strip_icc()/pic2617634.png
1167,1167,0,Capitán Sonar,2016,2,8,60,14,,https://cf.geekdo-images.com/eVy9IyAVtzzKv2VvPHFPbA__thumb/img/RavsPCF6el7VEaVR1OG5M2ZGCrk=/fit-in/200x150/filters:strip_icc()/pic3013621.png
1168,1168,0,Paths of Glory,1999,2,2,480,14,,https://cf.geekdo-images.com/Ip4TygnwFxuR57Vky9ZeZA__thumb/img/6yGJ8gs7e_WwYJc5Y7pXgTBFxF8=/fit-in/200x150/filters:strip_icc()/pic4490515.jpg
1169,1169,0,Codenames: Duet,2017,2,2,30,11,,https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__thumb/img/J-thZd7Pbbh1CE8QHcvEE4w8FBE=/fit-in/200x150/filters:strip_icc()/pic3596681.jpg
1170,1170,0,Horrified,2019,1,5,60,10,,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__thumb/img/YSf5Z99aBqAlNKaGBj_oGb1oKH4=/fit-in/200x150/filters:strip_icc()/pic4848330.jpg
1171,1171,0,Marco Polo II,2019,2,4,120,12,,https://cf.geekdo-images.com/DAgjwjk6qi1VSzv31MPKaQ__thumb/img/-WWZAnqvN9-nAMz_Di8t3t5xiW4=/fit-in/200x150/filters:strip_icc()/pic4970011.png
1172,1172,0,Star Realms: Colony Wars,2015,2,2,20,12,,https://cf.geekdo-images.com/FKEjArvFzBTpPJRvU34t8A__thumb/img/v4xPFJ7qUbkc6f7Dpgsn21ZM5YQ=/fit-in/200x150/filters:strip_icc()/pic4324043.jpg
1173,1173,0,Coimbra,2018,2,4,90,14,,https://cf.geekdo-images.com/JJFHx0RiUBYdy9bHAgVSuA__thumb/img/-eaAIbixYxRRVj0tDTS1oP_9Njk=/fit-in/200x150/filters:strip_icc()/pic3956079.jpg
1174,1174,0,Goharneshan (گوهرنشان),2014,2,4,30,10,,https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg
1175,1175,0,Atari Go,-2200,2,2,180,8,,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__thumb/img/COT5I3D_0dKWrSRHChb-SnQl3Zc=/fit-in/200x150/filters:strip_icc()/pic1728832.jpg
1176,1176,0,La Granja,2014,1,4,120,12,,https://cf.geekdo-images.com/ufUK_7N_13rYhsIurbbtzg__thumb/img/5EIOSTEfRYq1LtHtSnnR9GFJP_M=/fit-in/200x150/filters:strip_icc()/pic2031777.jpg
1177,1177,0,Tai Pan,1991,4,4,60,10,,https://cf.geekdo-images.com/xNjgIMdpcTeZdV_AEk6gSA__thumb/img/2kZT-VVsZUTzeolV2EXdAVVxHHM=/fit-in/200x150/filters:strip_icc()/pic6222031.jpg
1178,1178,0,Santorini,2016,2,4,20,8,,https://cf.geekdo-images.com/665Ply7Ho1WVf1v1iZlWeg__thumb/img/BKnSb6kAhpVFHV8cyUXrs3EF_dw=/fit-in/200x150/filters:strip_icc()/pic3283110.png
1179,1179,0,Les Aventuriers du Rail,2004,2,5,60,8,,https://cf.geekdo-images.com/ZWJg0dCdrWHxVnc0eFXK8w__thumb/img/a9rsFV6KR0aun8GobhRU16aU8Kc=/fit-in/200x150/filters:strip_icc()/pic38668.jpg
1180,1180,0,Ra,1999,2,5,60,12,,https://cf.geekdo-images.com/1m3z3iX0iVtII8AEMuWOeA__thumb/img/qoWgC_i6XctwTIybaqZ8FldYCn0=/fit-in/200x150/filters:strip_icc()/pic3013552.jpg
1181,1181,0,Carcassonne,2000,2,5,45,7,,https://cf.geekdo-images.com/Z3upN53-fsVPUDimN9SpOA__thumb/img/_C5pWATlaq3uS8u7IlFb0WMi_ak=/fit-in/200x150/filters:strip_icc()/pic2337577.jpg
1182,1182,0,Kanban: Automotive Revolution,2014,2,4,120,12,,https://cf.geekdo-images.com/rzSmS-GD8_pGl9bWo07FWQ__thumb/img/jo2betPcpo8mVZPIs993TT_nOMo=/fit-in/200x150/filters:strip_icc()/pic5638431.jpg
1183,1183,0,Zombicide: Black Plague,2015,1,6,180,14,,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__thumb/img/u5Fuj4SwZhXElCO3VmrNKkAeXX4=/fit-in/200x150/filters:strip_icc()/pic2482309.jpg
1184,1184,0,Legendary: A Marvel Deck Building Game,2012,1,5,60,14,,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__thumb/img/Q9zldSDfcsSXiD6SC4MU-dwCl5g=/fit-in/200x150/filters:strip_icc()/pic1430769.jpg
1185,1185,0,Cyclades,2009,2,5,90,13,,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__thumb/img/YSxmsx_zxqdVoqNVGsNnAqyH1lc=/fit-in/200x150/filters:strip_icc()/pic584779.jpg
1186,1186,0,Burggrafen des Westfrankenreichs,2020,1,4,90,12,,https://cf.geekdo-images.com/kMgSC_kRlJWt3KLj5y0BxQ__thumb/img/2uNYQn2vHuNGrx5-dxc1h7Mh7Do=/fit-in/200x150/filters:strip_icc()/pic5230695.png
1187,1187,0,Goa,2004,2,4,90,12,,https://cf.geekdo-images.com/9sbSKcc-Fm8Od5wwuf3kgg__thumb/img/pb63LQr94bzh4Z6ofLNJoijRlxU=/fit-in/200x150/filters:strip_icc()/pic1215969.jpg
1188,1188,0,Secret Hitler,2016,5,10,45,13,,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__thumb/img/xA2T7PiwN3Z8pwAksicoCOA1tf0=/fit-in/200x150/filters:strip_icc()/pic5164305.jpg
1189,1189,0,Die Fürsten von Florenz,2000,2,5,100,12,,https://cf.geekdo-images.com/yshiqrUPxndthguBgp3NKw__thumb/img/xTtSIhQQ2ktO5tvSq5jSx9z3O-8=/fit-in/200x150/filters:strip_icc()/pic1306997.jpg
1190,1190,0,Tiranos da Umbreterna,2016,2,4,60,14,,https://cf.geekdo-images.com/F58jczp5xk9CYFimrytXaw__thumb/img/X2ur4XNMdPRURbaziJ8nQmioNGE=/fit-in/200x150/filters:strip_icc()/pic2801874.jpg
1191,1191,0,Arcadia Quest,2014,2,4,60,13,,https://cf.geekdo-images.com/8qyLCqvdZkSpT2lEbwVpeg__thumb/img/ELrGgos0zEyITfKR5mpDokYKWAc=/fit-in/200x150/filters:strip_icc()/pic2305263.jpg
1192,1192,0,YINSH,2003,2,2,60,9,,https://cf.geekdo-images.com/a9Dco_g83IUWxrpxsw8ibw__thumb/img/2JsnDtb5luvivTuwyHdEkGkxyNs=/fit-in/200x150/filters:strip_icc()/pic2844830.png
1193,1193,0,Concordia Venus,2018,2,6,120,12,,https://cf.geekdo-images.com/36WIe0ZHkp5OvHOlB-8vog__thumb/img/C7u2bDi9kOoLkLoYHJ_jr0A928A=/fit-in/200x150/filters:strip_icc()/pic4356580.jpg
1194,1194,0,Sushi Go Party!,2016,2,8,20,8,,https://cf.geekdo-images.com/2f9uTicUSXkdPp2Yks6zFw__thumb/img/_mXR9Tlo0f-i80h6pfhDEOBgvpY=/fit-in/200x150/filters:strip_icc()/pic5885689.jpg
1195,1195,0,Hrdina v kostce,2016,1,4,90,10,,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__thumb/img/zdtrILXRjphkt5HYP0tuxzlenG4=/fit-in/200x150/filters:strip_icc()/pic2556921.jpg
1196,1196,0,Asesinato en Hong Kong,2014,4,12,20,14,,https://cf.geekdo-images.com/1COY3oeK9aN2_XNimKaNww__thumb/img/8IWDjnSYX-tYAVRgfq-W3y1b_Ww=/fit-in/200x150/filters:strip_icc()/pic3033330.jpg
1197,1197,0,Viticulture,2013,2,6,90,13,,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__thumb/img/udscIXtuApQ6rFYHjfAM5zMKfFs=/fit-in/200x150/filters:strip_icc()/pic2619743.jpg
1198,1198,0,Calico,2020,1,4,45,10,,https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__thumb/img/TByBGUDO_jNVxDaOviRWOFtu9fk=/fit-in/200x150/filters:strip_icc()/pic4815033.jpg
1199,1199,0,Century: Golem Edition,2017,2,5,45,8,,https://cf.geekdo-images.com/1bihoShOuqaCuZJXB3Q2gQ__thumb/img/dvGQkdnwtcwAmcxHR_7J17OsLjQ=/fit-in/200x150/filters:strip_icc()/pic3936124.jpg
1200,1200,0,Ciężarówką przez Galaktykę,2007,2,4,60,10,,https://cf.geekdo-images.com/gLFt1Kif5Cfag505_COYYw__thumb/img/WOW_QsRuV1KyP8dLjP0yH6TlpvU=/fit-in/200x150/filters:strip_icc()/pic3926631.jpg
1201,1201,0,Martin Wallace's Totally Renamed Train Game,2009,3,5,90,10,,https://cf.geekdo-images.com/IB38fOp0mTvFuvfdHczf0Q__thumb/img/UpyU-hvpdn3Q2b4Y486w2M3CO8I=/fit-in/200x150/filters:strip_icc()/pic392515.jpg
1202,1202,0,Space Base,2018,2,5,60,14,,https://cf.geekdo-images.com/yk9yv8hNWlNesafgXAKNDA__thumb/img/ZY90NimPqWUBL4N-REESDizUBrY=/fit-in/200x150/filters:strip_icc()/pic4017302.jpg
1203,1203,0,1830: Ferrovie e Capitani d'Industria,1986,2,7,360,14,,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg
1204,1204,0,Shogun,2006,3,5,120,12,,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__thumb/img/BcVo6uokndgMSoFdIdEmgu-2C1o=/fit-in/200x150/filters:strip_icc()/pic3336315.jpg
1205,1205,0,Insula Skye: De la Căpetenie la Rege,2015,2,5,50,8,,https://cf.geekdo-images.com/GCxsnITFBO1pNXiBYkq_qA__thumb/img/0BJUretj0lJj09f2JjDGrQzmakI=/fit-in/200x150/filters:strip_icc()/pic2524838.jpg
1206,1206,0,Flamme Rouge,2016,2,4,45,8,,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__thumb/img/tBSMuRSHRl4M8-dVxcThAC1yXbs=/fit-in/200x150/filters:strip_icc()/pic3482521.jpg
1207,1207,0,Glen More II: Chronicles,2019,2,4,120,12,,https://cf.geekdo-images.com/sMRuph3HFUcaSpJZihGZKw__thumb/img/UHuDcnjAwCiXbNfjuY26-EEnG2M=/fit-in/200x150/filters:strip_icc()/pic5841874.jpg
1208,1208,0,Hero Realms,2016,2,4,30,12,,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__thumb/img/sMbWo--LyzJw_weK0h1ESSPqdtU=/fit-in/200x150/filters:strip_icc()/pic6162556.png
1209,1209,0,Lewis & Clark,2013,1,5,120,14,,https://cf.geekdo-images.com/IiJ1JK6AjlSCKsC8U_DqMw__thumb/img/sRsfWxhyB9hPjkFVSE1y_W_AiP8=/fit-in/200x150/filters:strip_icc()/pic5375937.jpg
1210,1210,0,Dicsőség Rómának!,2005,2,5,60,12,,https://cf.geekdo-images.com/S_-n-WRvpzgH-d8xuzJgmg__thumb/img/2KvAr_TOIvW-9DNxlX-KuyL0Fwo=/fit-in/200x150/filters:strip_icc()/pic1079512.png
1211,1211,0,21 Flowers,2013,2,2,15,10,,https://cf.geekdo-images.com/jBS8khfYTwTdgNB78pt6dQ__thumb/img/tvWS_hcc_G7tW4yb9MqyyPXBRgE=/fit-in/200x150/filters:strip_icc()/pic2992529.jpg
1212,1212,0,Inflexibles: Normandie,2019,2,2,60,14,,https://cf.geekdo-images.com/iCd6hMGDzsQ_UXh00iKsJA__thumb/img/QbOlBm7DZGP2ZBnGZ-YaD-py-UQ=/fit-in/200x150/filters:strip_icc()/pic4602347.jpg
1213,1213,0,1960: Carrera hacia la Casa Blanca,2007,2,2,120,12,,https://cf.geekdo-images.com/p-k_CqUvJzTcMMz4ms7f_Q__thumb/img/LZFIiC173jPXvtxUGeNh9eGedpc=/fit-in/200x150/filters:strip_icc()/pic3499166.jpg
1214,1214,0,Champ d'Honneur,2018,2,4,30,14,,https://cf.geekdo-images.com/BryJNSSDbCohXeaJPx3tpw__thumb/img/5fmJlAM307xX3zozMnStTuWYphI=/fit-in/200x150/filters:strip_icc()/pic4232048.png
1215,1215,0,Bora Bora,2013,2,4,120,12,,https://cf.geekdo-images.com/9YEjZIVdWVcUVWC7o8aKsQ__thumb/img/DvUZLxCdQsrU6uMqXnLU-ksIEJs=/fit-in/200x150/filters:strip_icc()/pic1542342.jpg
1216,1216,0,Pulsar 2849,2017,2,4,90,14,,https://cf.geekdo-images.com/6TOzhqw0BXNxbUZCl0k1sg__thumb/img/mwWM79qLTJj9ZoGThWiu6ljbtiw=/fit-in/200x150/filters:strip_icc()/pic6285702.jpg
1217,1217,0,Alta Tensión deluxe: Europa/Norte América,2014,2,6,120,12,,https://cf.geekdo-images.com/pTnv3lUWs4Knl3fqer0KnA__thumb/img/lUr_hvOoCfzI9JvplDge3L1Edx4=/fit-in/200x150/filters:strip_icc()/pic2056160.jpg
1218,1218,0,Samouraï,1998,2,4,60,10,,https://cf.geekdo-images.com/o9-sNXmFS_TLAb7ZlZ4dRA__thumb/img/22MSUC0-ZWgwzhi_VKIbENJik1w=/fit-in/200x150/filters:strip_icc()/pic3211873.jpg
1219,1219,0,Dominion (II edycja),2016,2,4,30,14,,https://cf.geekdo-images.com/4dmyKfqQm_uxA1-chh4JeQ__thumb/img/Td5CxjO0ZTIbwHNhk2ETEy1qYyg=/fit-in/200x150/filters:strip_icc()/pic3187001.jpg
1220,1220,0,Art Moderne,1992,3,5,45,10,,https://cf.geekdo-images.com/wLto-xaabHwKQe_Bc4iD1Q__thumb/img/AUqMholGVlwXLjMcxwiziE_7Ffw=/fit-in/200x150/filters:strip_icc()/pic3458036.png
1221,1221,0,Évszakok,2012,2,4,60,14,,https://cf.geekdo-images.com/awmZ9rYy-hTgea6Vdp_OoQ__thumb/img/OBVCWq284XUhX2sKlMwoilFfuGk=/fit-in/200x150/filters:strip_icc()/pic1299390.jpg
1222,1222,0,Imperial,2006,2,6,180,13,,https://cf.geekdo-images.com/khAHJpItPCZTbLKY9vUUCg__thumb/img/sDweGseAa80F7Cv_804-eE7KPco=/fit-in/200x150/filters:strip_icc()/pic840712.jpg
1223,1223,0,Dixit Odyseja,2011,3,12,30,8,,https://cf.geekdo-images.com/7b75ZZJQ4EEbDsKLi6kYSw__thumb/img/N0ZKQJsEo6_hk2UxH2rvqKorh2g=/fit-in/200x150/filters:strip_icc()/pic918568.jpg
1224,1224,0,Dungeon Petz,2011,2,4,90,13,,https://cf.geekdo-images.com/7JjAm9RM8E2pbu5KCCbsTQ__thumb/img/vySdmxWBad2T5Xrylxv-jYukFmU=/fit-in/200x150/filters:strip_icc()/pic1103979.jpg
1225,1225,0,K-Domino'Z,2016,2,4,15,8,,https://cf.geekdo-images.com/3h9W8BfB_rltQ48EBmHliw__thumb/img/RGpbcY90eBcNLXbHLMBwLrr2uzo=/fit-in/200x150/filters:strip_icc()/pic3132685.png
1226,1226,0,Kanban EV,2020,1,4,180,14,,https://cf.geekdo-images.com/L2Wn-zUqkcHgqvwvY212Ig__thumb/img/RQunBacBw949DkYBgzoS5YaXgJo=/fit-in/200x150/filters:strip_icc()/pic4924232.jpg
1227,1227,0,Birodalmi Telepesek,2014,1,4,90,10,,https://cf.geekdo-images.com/pRwsvyfsRJ-lWWwVJCdXNg__thumb/img/-b7sYBaUVxdZ_a33QRfvJY2ccAk=/fit-in/200x150/filters:strip_icc()/pic2871265.jpg
1228,1228,0,Age of Empires 3: The Age of Discovery,2007,2,5,120,10,,https://cf.geekdo-images.com/t_4cyWZs2IC5s6V8t-R_Uw__thumb/img/cEqYe_airlQ3ZSe2-E-4fhh4VXk=/fit-in/200x150/filters:strip_icc()/pic990261.jpg
1229,1229,0,Aeon's End: Legacy,2019,1,4,90,14,,https://cf.geekdo-images.com/quoCefZvHWeaf31_8HvFSA__thumb/img/FBXSHWkooee1d4biQAbQwSiIu78=/fit-in/200x150/filters:strip_icc()/pic3979852.jpg
1230,1230,0,Maîtres Couturiers,2013,2,5,120,12,,https://cf.geekdo-images.com/Go8mEe3K1VjYFJxLXEUPqQ__thumb/img/cclTiR7tkCqMj-TuFAaYfySFmH4=/fit-in/200x150/filters:strip_icc()/pic1795272.jpg
1231,1231,0,Běsnění Drákuly,2015,2,5,180,14,,https://cf.geekdo-images.com/iLiUp891Wqb5EE0gBqjBaA__thumb/img/Jg01alIAt8H1KI6gFhS-naLJans=/fit-in/200x150/filters:strip_icc()/pic4411188.jpg
1232,1232,0,Space Alert,2008,1,5,30,12,,https://cf.geekdo-images.com/tinE1f2lauIsEL4aC9aU-w__thumb/img/9tewdwxUKcqikj0QlVSUmwRPK68=/fit-in/200x150/filters:strip_icc()/pic384313.jpg
1233,1233,0,Battle Line,2000,2,2,30,12,,https://cf.geekdo-images.com/RnbZfspkPRfr6EMkRkac2Q__thumb/img/HUtyu4RUS0dBnNNSVGO88hWtHnw=/fit-in/200x150/filters:strip_icc()/pic149717.jpg
1234,1234,0,Lords of Hellas,2018,1,4,90,14,,https://cf.geekdo-images.com/iOqSO4vRZFp4MqEKXDXEIw__thumb/img/o7KVJlL45wZxunl0wwwJjqTPl3s=/fit-in/200x150/filters:strip_icc()/pic3592207.jpg
1235,1235,0,Korkép,2019,1,5,120,12,,https://cf.geekdo-images.com/7kqDmkUMGxXHr1wNPA7Gvg__thumb/img/1najF3Bh3QI7k2c9sJeTXznbvPU=/fit-in/200x150/filters:strip_icc()/pic4884996.jpg
1236,1236,0,As Tabernas do Vale Profundo,2019,2,4,60,12,,https://cf.geekdo-images.com/H-AU-nhjCbaxWlWj_O-eFw__thumb/img/K_cH8KNrKA2FdgvqtUMubNvoRQU=/fit-in/200x150/filters:strip_icc()/pic4873141.jpg
1237,1237,0,Dead of Winter: A noite sem fim,2016,2,5,120,14,,https://cf.geekdo-images.com/wpWzYeX4dg5TgNdR9OsxAg__thumb/img/Pl2jzTPAUf7LI9-phQsJHL4BycE=/fit-in/200x150/filters:strip_icc()/pic2906832.jpg
1238,1238,0,The Manhattan Project: Energy Empire,2016,1,5,120,13,,https://cf.geekdo-images.com/-aaspZ2Oq1VuAADvbUoeww__thumb/img/6nMV_Bdtm2ShipBJfGle36DY1-U=/fit-in/200x150/filters:strip_icc()/pic3048617.jpg
1239,1239,0,Summoner Wars: Master Set,2011,2,4,60,9,,https://cf.geekdo-images.com/JvkUZy1YS7V9GX-7JutIYg__thumb/img/iMkSFXhlP5TaEpjbfjHRhxy0XzY=/fit-in/200x150/filters:strip_icc()/pic923048.jpg
1240,1240,0,Casa da India,2010,2,5,90,12,,https://cf.geekdo-images.com/rdZb15WqByPZzdTKEvNz0Q__thumb/img/H49jq0-D4ceSoqO2c3ZGiNfkOH8=/fit-in/200x150/filters:strip_icc()/pic3246725.jpg
1241,1241,0,EXIT 脱出：ザ・ゲーム 荒れ果てた小屋,2016,1,6,120,12,,https://cf.geekdo-images.com/r7cZVZMpP28w3-JQ-EYY7g__thumb/img/_XH-DqIVWOmaNX9P3CxNt9OpOQ4=/fit-in/200x150/filters:strip_icc()/pic3332426.jpg
1242,1242,0,Runewars,2010,2,4,240,14,,https://cf.geekdo-images.com/5cjKhFwhZwBcr8e3YA-9Nw__thumb/img/eWW5i0l6W15lPaGmJ-wru1UaReM=/fit-in/200x150/filters:strip_icc()/pic1534815.jpg
1243,1243,0,Indonesia,2005,2,5,240,14,,https://cf.geekdo-images.com/dMKwaRT7SYvukMuz6A8cxQ__thumb/img/RCh0FVF5BT9-ATms0Wc_6hs2z5I=/fit-in/200x150/filters:strip_icc()/pic93485.jpg
1244,1244,0,Alien Frontiers,2010,2,4,90,13,,https://cf.geekdo-images.com/UWZTWLXFfg_6HpXJmviL3g__thumb/img/KBuRMq00g4PlosEQSUUTDLzsYN8=/fit-in/200x150/filters:strip_icc()/pic3360924.png
1245,1245,0,Dune,2019,2,6,120,14,,https://cf.geekdo-images.com/2fgPg6Be--w97zoycObUgg__thumb/img/OrjzwJVfE8Qnk8e5efbae5EaSeY=/fit-in/200x150/filters:strip_icc()/pic4815198.jpg
1246,1246,0,Praga Caput Regni,2020,1,4,120,12,,https://cf.geekdo-images.com/aUPeXVwc40xrgud2XeZwyA__thumb/img/1TYDRYM7iz0-jLJ-YZj6d5bhweg=/fit-in/200x150/filters:strip_icc()/pic5671087.png
1247,1247,0,Legendy Západu,2018,2,6,90,14,,https://cf.geekdo-images.com/_FnP28QChh-8uFh6ZvpJhA__thumb/img/iq5peG7h6fe8_-nY_MJkG3QrYCg=/fit-in/200x150/filters:strip_icc()/pic3837503.jpg
1248,1248,0,Vindication,2018,2,5,150,14,,https://cf.geekdo-images.com/8kEIlWY3rg27NgmVBZkFyg__thumb/img/NYzya2nOQJaZolgQGxKXiBd_O6g=/fit-in/200x150/filters:strip_icc()/pic4101638.jpg
1249,1249,0,Imperial 2030,2009,2,6,180,12,,https://cf.geekdo-images.com/YSopSx1x5iea7qI21ogYBw__thumb/img/9pIX4JJydy15FHCDrdwtdbXRAFk=/fit-in/200x150/filters:strip_icc()/pic586346.jpg
1250,1250,0,Ethnos,2017,2,6,60,14,,https://cf.geekdo-images.com/UIKUXkcnH3Bd4fjcPGINcA__thumb/img/oNhw2e_wcBc37ItkTRZVio2gMGQ=/fit-in/200x150/filters:strip_icc()/pic3304124.png
1251,1251,0,Bug,2000,2,2,20,9,,https://cf.geekdo-images.com/fQe85tsBZoH6ibPnm1k1UA__thumb/img/8ULXa8v7095ohgXMMmNlCGrC7zU=/fit-in/200x150/filters:strip_icc()/pic791151.jpg
1252,1252,0,BattleLore: Second Edition,2013,2,2,90,14,,https://cf.geekdo-images.com/CWlHT1QMeB9hXaPcjE7cyw__thumb/img/_2T1jX4xfmE5cHdewuavWuqnmhw=/fit-in/200x150/filters:strip_icc()/pic1854807.jpg
1253,1253,0,Burgle Bros.,2015,1,4,90,12,,https://cf.geekdo-images.com/cPZZhbehOr-cXE1HRa6T3w__thumb/img/snQ34rjbfQk96R_-pljlOetsYC4=/fit-in/200x150/filters:strip_icc()/pic2439102.png
1254,1254,0,Antiquity,2004,2,4,180,14,,https://cf.geekdo-images.com/CDORbD8KPxSXBaJrdHtN2Q__thumb/img/msitlnovDr7wZinoLdFSBFTLMiA=/fit-in/200x150/filters:strip_icc()/pic3731052.png
1255,1255,0,Onitama,2014,2,2,20,8,,https://cf.geekdo-images.com/FZdihu8SibqQYtwfo77BdQ__thumb/img/3fX3AN6UMOIASL3Qev3zsQ6Uxy8=/fit-in/200x150/filters:strip_icc()/pic5032361.jpg
1256,1256,0,Star Wars: Bordure extérieure,2019,1,4,180,14,,https://cf.geekdo-images.com/RjwAj6hw5aEMGvosEA12gw__thumb/img/Ri6aOjHVFhgu_xK_xuBoCOCck-A=/fit-in/200x150/filters:strip_icc()/pic5879810.jpg
1257,1257,0,Annibale: Roma contro Cartagine,1996,2,2,200,12,,https://cf.geekdo-images.com/bqr3DAoxWUz1VeOCRk7gkw__thumb/img/Zy5cZ_cx2foRN8z-BsqDQaN2l90=/fit-in/200x150/filters:strip_icc()/pic706069.jpg
1258,1258,0,Cthulhu Wars,2015,2,4,120,14,,https://cf.geekdo-images.com/AUd4nmguSljr9qvkUCF2XQ__thumb/img/YZMG9iA4STGd32xvQHgEjw5Fctg=/fit-in/200x150/filters:strip_icc()/pic3527761.jpg
1259,1259,0,KLASK,2014,2,2,10,8,,https://cf.geekdo-images.com/qEpxSAv3NnInpXZdE66mFw__thumb/img/9ankavtFOcMislAf9bVYBagAYz8=/fit-in/200x150/filters:strip_icc()/pic5621775.jpg
1260,1260,0,Caravan,2017,2,5,45,8,,https://cf.geekdo-images.com/0_KEDk4lCvryf1Ju3YQJxA__thumb/img/FticvQmaT_qfdrX-hpSSK1ttRb0=/fit-in/200x150/filters:strip_icc()/pic3339551.jpg
1261,1261,0,Nemo's War (Second Edition),2017,1,4,120,13,,https://cf.geekdo-images.com/E5DrIRQo7MJS3ww70esx5Q__thumb/img/yHWA5FaijY02vokhP6ZubmDS8SY=/fit-in/200x150/filters:strip_icc()/pic4892981.jpg
1262,1262,0,Mage Wars,2012,2,2,90,13,,https://cf.geekdo-images.com/WxajTXKxDza3UvwNMs-PUA__thumb/img/ZHMk4Aqu_VTgP9IFwY5QriZL6W8=/fit-in/200x150/filters:strip_icc()/pic2386027.jpg
1263,1263,0,Above and Below,2015,2,4,90,13,,https://cf.geekdo-images.com/U0wpvRmBe65e4vwGf0Jbpg__thumb/img/jHLwKKWiJ-lHoaNIj0TrKAGm7QM=/fit-in/200x150/filters:strip_icc()/pic2398773.jpg
1264,1264,0,Small World,2009,2,5,80,8,,https://cf.geekdo-images.com/aoPM07XzoceB-RydLh08zA__thumb/img/o3Bw9heVDJRgPYlI_PksCvLAgnM=/fit-in/200x150/filters:strip_icc()/pic428828.jpg
1265,1265,0,Dungeon Lords,2009,2,4,90,12,,https://cf.geekdo-images.com/7B3t9ZgAvTqaAMsrPsBjPg__thumb/img/-prJoskPxH6O_9UTZxZcEAFnWAk=/fit-in/200x150/filters:strip_icc()/pic569340.jpg
1266,1266,0,Esquissé?,2009,4,8,30,12,,https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__thumb/img/Otc-6MFf-HC9ep-82ub2B2rID78=/fit-in/200x150/filters:strip_icc()/pic4991936.jpg
1267,1267,0,Arborétum,2015,2,4,30,8,,https://cf.geekdo-images.com/XYOn10oXBrDqHySf0jvnyQ__thumb/img/X6V1M2nZOinTgwE0KIBfup_QrCw=/fit-in/200x150/filters:strip_icc()/pic4172124.png
1268,1268,0,Bruges,2013,2,4,60,10,,https://cf.geekdo-images.com/A8JeebUT3mu4zUmYs9clDQ__thumb/img/0O-Yp8KcLpb_lUXGm3AgymPJKos=/fit-in/200x150/filters:strip_icc()/pic1652004.jpg
1269,1269,0,Mysterium,2015,2,7,42,10,,https://cf.geekdo-images.com/wfeAiLK5n5hD1omhnlYLLA__thumb/img/NAl-NrSAmWvklSVr3hKrSwiszNA=/fit-in/200x150/filters:strip_icc()/pic2601683.jpg
1270,1270,0,Cryptid,2018,3,5,50,10,,https://cf.geekdo-images.com/qrPLpAnhFgc470ZRuXlvbg__thumb/img/ZFL0o-lhnuWE21Sa9YS8qi8ayGU=/fit-in/200x150/filters:strip_icc()/pic4037705.jpg
