,rank,id,name_x,description,bggrating,avgrating,numvoter,date,Index,name_y,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
351,352,155987,Abyss,"Control factions, influence the court and reign over underwater realms!",7.056,7.33,10966,2021-08-10,351,Abyss,2014,2,4,60,14,,https://cf.geekdo-images.com/O9nPs9wrCghDF4izqFtoGQ__thumb/img/v2bPSjIYCfD7ekFGQswrRLwkonY=/fit-in/200x150/filters:strip_icc()/pic1965255.jpg
352,353,66188,Fresco,Buy and mix paints to restore the Renaissance fresco and earn the Bishop's favor.,7.056,7.28,12069,2021-08-10,352,Fresco,2010,2,4,60,10,,https://cf.geekdo-images.com/DCVRR-zA7Jy9wjuZudTZ8w__thumb/img/7-_wICvkH7Opfpkc4vkNYvubia4=/fit-in/200x150/filters:strip_icc()/pic714398.jpg
353,354,40354,Maria,Maneuver martially and politically in this 3 player War of the Austrian Succession.,7.055,7.97,2865,2021-08-10,353,Maria,2009,2,3,210,14,,https://cf.geekdo-images.com/RKnoGhSQwVQo0Z_pXTE19g__thumb/img/n-5E6_QWWDbxynAo4gqUvgMk2RE=/fit-in/200x150/filters:strip_icc()/pic524669.jpg
354,355,161614,Stockpile,"Bid, buy and sell stocks in this hidden-information game.",7.055,7.53,5745,2021-08-10,354,Stockpile,2015,2,5,45,13,,https://cf.geekdo-images.com/T7CvF_oFrEMNgS0Eyrbr5g__thumb/img/8ebaZ-3iSTwY0mvlc8FFULp8B4k=/fit-in/200x150/filters:strip_icc()/pic2537618.jpg
355,356,260428,Pandemic: Fall of Rome,Will you be strong enough to protect the Imperium from the Barbarians?,7.053999999999999,7.71,4206,2021-08-10,355,Pandemic: Fall of Rome,2018,1,5,60,8,,https://cf.geekdo-images.com/B1VZL2s3EFifndAsI3k5KA__thumb/img/6YugPtuKm8uCyJVrNOYl6u_qiPU=/fit-in/200x150/filters:strip_icc()/pic4328856.jpg
356,357,15985,Blood Bowl: Living Rulebook,,7.0520000000000005,7.86,3380,2021-08-10,356,Blood Bowl: Living Rulebook,2004,2,2,120,12,,https://cf.geekdo-images.com/Fw_eZNLNOLjRLA3Lo8GV2g__thumb/img/Gls4J_y0NLrYnuniLRlWj9Jnd8E=/fit-in/200x150/filters:strip_icc()/pic66287.jpg
357,358,244711,Newton,Action selection and hand management in the age of enlightenment.,7.0489999999999995,7.6,4740,2021-08-10,357,Newton,2018,1,4,90,14,,https://cf.geekdo-images.com/ZyCjYnNS6VFF1X7e6IFA1A__thumb/img/GW009LiSNJwiMx7Thb8TT9nSfDk=/fit-in/200x150/filters:strip_icc()/pic4058665.jpg
358,359,229220,Santa Maria,Build and maximize your polyomino colony in the New World.,7.0489999999999995,7.53,5502,2021-08-10,358,Santa Maria,2017,1,4,90,12,,https://cf.geekdo-images.com/bpwAMn7t9LnBQKFJw6VNPg__thumb/img/S-tPq43ITn88ppHjIbi8eaIbOX8=/fit-in/200x150/filters:strip_icc()/pic3882016.jpg
359,360,302723,Forgotten Waters,Seek fortune and infamy in a fantastical world of piratical misadventure.,7.047000000000001,8.14,2567,2021-08-10,359,Forgotten Waters,2020,3,7,240,14,,https://cf.geekdo-images.com/gLnzfyJio2MYbG9J-uQSiQ__thumb/img/Th5Wf0ynMEA14i06HUSqzz-8g24=/fit-in/200x150/filters:strip_icc()/pic5253984.jpg
360,361,138161,Firefly: The Game,Find a crew. Find a job. Keep flying. Cross the 'verse to complete jobs and get paid.,7.046,7.39,10738,2021-08-10,360,Firefly: Das Spiel,2013,1,4,240,13,,https://cf.geekdo-images.com/iRkRCqB6-J428N8JPjL5fg__thumb/img/kR9xjgvm2GkSGpSuyngRuUuHwTg=/fit-in/200x150/filters:strip_icc()/pic1727008.png
361,362,188866,Awkward Guests,Mr. Walton will be murdered—repeatedly! Uncover the clues to figure out who did it.,7.044,7.72,4095,2021-08-10,361,Awkward Guests,2016,1,8,75,12,,https://cf.geekdo-images.com/Awopfw5_5Qyh-7YcSbtudA__thumb/img/HHn3So0Mum6VZliDmEnB2LwfeQ0=/fit-in/200x150/filters:strip_icc()/pic4870482.jpg
362,363,100901,Flash Point: Fire Rescue,Smoke! Fire! Work as a team to save as many as you can from a blazing inferno.,7.042999999999999,7.2,21476,2021-08-10,362,01: Большой пожар,2011,2,6,45,10,,https://cf.geekdo-images.com/v6bTbxeprDFj1nN4AenvjA__thumb/img/7AyBFA8JfZHKxC5ntwOjJTbIgWE=/fit-in/200x150/filters:strip_icc()/pic1129370.jpg
363,364,151347,Millennium Blades,Play as players who are playing the greatest CCG in the universe.,7.042999999999999,7.72,4099,2021-08-10,363,Millennium Blades,2016,2,5,120,12,,https://cf.geekdo-images.com/fqNRfH1NRnnhiIJisZjEoQ__thumb/img/88CPRQuwAZN7TCr9UYNKkLT3SGQ=/fit-in/200x150/filters:strip_icc()/pic2468179.jpg
364,365,128271,Ginkgopolis,Build upwards as well as outwards to control the most buildings in a future eco-city.,7.041,7.49,5538,2021-08-10,364,Ginkgopolis,2012,1,5,45,13,,https://cf.geekdo-images.com/2y2A4qcoGamLcYNLv8wb5A__thumb/img/U27Rs0NzKCs5s6V5CeA-fw5e4Lc=/fit-in/200x150/filters:strip_icc()/pic5975231.jpg
365,366,215341,Thunderstone Quest,"Recruit powerful heroes, arm your party and dungeon delve for Thunderstone Shards!",7.04,7.88,3334,2021-08-10,365,Thunderstone Quest,2018,2,4,90,14,,https://cf.geekdo-images.com/iNbiiQKqSfa4Eoq7U-O4Uw__thumb/img/vpvEr_gA1fMhIgZwafl2oJBR_j4=/fit-in/200x150/filters:strip_icc()/pic3941484.jpg
366,367,79828,A Few Acres of Snow,Card-driven game about the 18th century French-Indian War.,7.04,7.39,7520,2021-08-10,366,A Few Acres of Snow,2011,2,2,120,14,,https://cf.geekdo-images.com/JcrBT921aDP9XTdDyKM_8g__thumb/img/MGcWqny1dKmspUxjIi2bpkitx7w=/fit-in/200x150/filters:strip_icc()/pic905905.jpg
367,368,297030,Tekhenu: Obelisk of the Sun,"As the Obelisk's shadow moves, use dice to build Ipet-Isut and the temple of Amun-Ra.",7.0360000000000005,7.93,2986,2021-08-10,367,Tekhenu: Der Sonnenobelisk,2020,1,4,120,14,,https://cf.geekdo-images.com/CBLtzgG8zsqDkUZ_hN5-ew__thumb/img/QaUXxrgmXFrlNADgPeGhY5F538g=/fit-in/200x150/filters:strip_icc()/pic5313583.jpg
368,369,269210,Twice as Clever!,"Roll colorful dice, choosing just one each roll to combo bonuses and points!",7.0360000000000005,7.51,5525,2021-08-10,368,Dobbel zo Clever,2019,1,4,30,10,,https://cf.geekdo-images.com/d72oC7SUyku90uSjGUbI9Q__thumb/img/MljCrdZit4DG7OyQjZFzwAd5RDA=/fit-in/200x150/filters:strip_icc()/pic4519813.jpg
369,370,96913,Lancaster,Position your knights to gain influence and power to strengthen and grow your kingdom,7.035,7.41,6789,2021-08-10,369,Lancaster,2011,2,5,60,10,,https://cf.geekdo-images.com/8e4XYBOnFKGMoiW591ih8g__thumb/img/dsG2vzx6pcFyxghLg_dww9NcHOQ=/fit-in/200x150/filters:strip_icc()/pic1280761.jpg
370,371,244271,Dice Throne: Season Two – Battle Chest,A Player Vs Player dice dueling game.,7.035,8.18,2550,2021-08-10,370,Dice Throne: Season Two – Battle Chest,2018,2,6,40,8,,https://cf.geekdo-images.com/lJkCMk1jwCl-KHSPZJCPZQ__thumb/img/93EGDw0NSm91SomXH38d4XvhlSk=/fit-in/200x150/filters:strip_icc()/pic4441140.jpg
371,372,215311,Downforce,"Auction, bet, race! You can lose the race and still win the game.",7.035,7.34,8748,2021-08-10,371,Bolidy,2017,2,6,40,10,,https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__thumb/img/OUdT3uFyqBBzN7q9ZDFN6WBiecU=/fit-in/200x150/filters:strip_icc()/pic3432548.png
372,373,47,Chinatown,Negotiate and build the most successful business in all of Chinatown!,7.032,7.34,8760,2021-08-10,372,Chinatown,1999,3,5,60,12,,https://cf.geekdo-images.com/QnIOe-1wb8_zuxglKjAwOQ__thumb/img/CyDOXyRu7MHfn2ZS9pb9XmOStv0=/fit-in/200x150/filters:strip_icc()/pic2037509.png
373,374,66362,Glen More,Clan chiefs compete for glory and profit in the Scottish Highlands.,7.031000000000001,7.32,8793,2021-08-10,373,Glen More,2010,2,5,70,10,,https://cf.geekdo-images.com/ApDYRpgfdCMhEszegyHiEA__thumb/img/8E82w4RfXAuRIvmnPVGE0or3rQQ=/fit-in/200x150/filters:strip_icc()/pic1013640.jpg
374,375,295486,My City,Develop your city through the ages in this family-friendly legacy experience.,7.031000000000001,7.85,3147,2021-08-10,374,Moje Miasto,2020,2,4,30,10,,https://cf.geekdo-images.com/vjLg-uWRx3SICFZQehHqkA__thumb/img/-0dgIVp3J1dIi1dD7WddEfEctzw=/fit-in/200x150/filters:strip_icc()/pic5428585.jpg
375,376,176396,Quadropolis,Send out your architects. Plan carefully as you build a bustling metropolis.,7.031000000000001,7.28,11392,2021-08-10,375,Quadropolis,2016,2,4,60,8,,https://cf.geekdo-images.com/y7kVtuCs6EfItCGUloqBAA__thumb/img/SGHJzA_0kYlRzeWTi5s_4JB_EPY=/fit-in/200x150/filters:strip_icc()/pic2840020.jpg
376,377,128671,Spartacus: A Game of Blood and Treachery,"Barter, buy, bid, deceive, and fight your way to become the dominant dominus in Rome.",7.03,7.47,7364,2021-08-10,376,Spartacus: A Game of Blood and Treachery,2012,3,4,180,17,,https://cf.geekdo-images.com/_nPXf80oO-wC8eW2drZx1Q__thumb/img/jxw0q-ua1ix06a8HUM0X5FLpHJA=/fit-in/200x150/filters:strip_icc()/pic6166144.jpg
377,378,27162,Kingsburg,"Grow your realm, influence members of the King's court and fight the forces of winter",7.03,7.19,18520,2021-08-10,377,Kingsburg,2007,2,5,90,13,,https://cf.geekdo-images.com/pHFQxD8va6vOrrNfazVzsg__thumb/img/C5cCKKfjEpm87frQIFOOYfzmIyc=/fit-in/200x150/filters:strip_icc()/pic253057.jpg
378,379,11170,Heroscape Master Set: Rise of the Valkyrie,Distant worlds collide through time and space to battle on 3D landscapes of Valhalla.,7.029,7.44,7855,2021-08-10,378,Heroscape Master Set: Aufstieg der Walküren,2004,2,4,90,8,,https://cf.geekdo-images.com/NexswDpzGPW3YGguz9Uhcg__thumb/img/mUDJhf8jTcxmSF9bFJYQm30IGt0=/fit-in/200x150/filters:strip_icc()/pic244662.jpg
379,380,111341,The Great Zimbabwe,Plot out supply lines and build monuments to impress the African god of your choice.,7.027,7.79,3267,2021-08-10,379,The Great Zimbabwe,2012,2,5,150,14,,https://cf.geekdo-images.com/KoL5aL8f_OpyzB9yYSI8VA__thumb/img/tGLIa6i13UQJv2-Xj47XEHZrDRg=/fit-in/200x150/filters:strip_icc()/pic1400856.jpg
380,381,274960,Point Salad,Collect groupings of fruits and vegetables with loads of ways to score points!,7.024,7.31,9822,2021-08-10,380,Ensalada de puntos,2019,2,6,30,8,,https://cf.geekdo-images.com/Xy0W9NtEpX0EVjwgxO3IEA__thumb/img/1gKeE2_50dXcL03gH3cEU-Ixj6c=/fit-in/200x150/filters:strip_icc()/pic4621571.png
381,382,105134,Risk Legacy,"Build your forces, dominate the world and deal with new challenges after every game.",7.022,7.41,7699,2021-08-10,381,Risiko Evolution,2011,3,5,60,13,,https://cf.geekdo-images.com/LxKu8_oihOQftb2npGvWMw__thumb/img/-g2SLefjovkUxW7H6sFOmAMjfA4=/fit-in/200x150/filters:strip_icc()/pic1196938.jpg
382,383,137408,Amerigo,"Discover islands, build settlements, and uncover goods and treasure.",7.019,7.47,5606,2021-08-10,382,Amerigo,2013,2,4,90,10,,https://cf.geekdo-images.com/CPTCRbcUGvW-gepKwTvjSg__thumb/img/zRh81ru4inGKVa5BA4_kIY5Xewg=/fit-in/200x150/filters:strip_icc()/pic1824151.jpg
383,384,25417,BattleLore,"Battle through a Hundred Years War with magic, Goblins, and more.",7.019,7.37,9104,2021-08-10,383,BattleLore,2006,2,2,60,10,,https://cf.geekdo-images.com/cAH5iJ9gQ7aAj4iwUJyvUg__thumb/img/rTfeifO7GrjUv30f_dAs1wbcHLc=/fit-in/200x150/filters:strip_icc()/pic145116.jpg
384,385,150658,Pandemic: The Cure,Roll dice to defeat four diseases threatening the world.,7.019,7.29,9620,2021-08-10,384,Pandemic: La Cura,2014,2,5,30,8,,https://cf.geekdo-images.com/gCeKvj1ULixFOJ7uFawkcg__thumb/img/xD_r6E6ZwYKXH-rtVPhGZoVleC4=/fit-in/200x150/filters:strip_icc()/pic2225998.jpg
385,386,34219,Biblios,"Amass the greatest library of sacred texts, using your wits and meager gold supply.",7.018,7.2,15386,2021-08-10,385,Biblios,2007,2,4,30,10,,https://cf.geekdo-images.com/w9pHmbMbHEFYtuOUcWcruA__thumb/img/BYid-ptJy9xNI_kK3IDWOGLWJVM=/fit-in/200x150/filters:strip_icc()/pic759154.jpg
386,387,18833,Lord of the Rings: The Confrontation,Get Frodo to Mordor Stratego-style before shadow overtakes him.,7.015,7.48,5746,2021-08-10,386,Der Herr der Ringe: Die Entscheidung,2005,2,2,30,14,,https://cf.geekdo-images.com/uL9pJAwO9gyJZZjmuWYdyQ__thumb/img/ciJpp3YZwYqeMS_Age-TbIct0bI=/fit-in/200x150/filters:strip_icc()/pic1680704.jpg
387,388,192153,Pandemic: Reign of Cthulhu,"Close portals, shut down cultists, and stave off insanity before an Old One awakens.",7.015,7.41,8240,2021-08-10,387,Pandemic: Czas Cthulhu,2016,2,4,40,14,,https://cf.geekdo-images.com/rwNaEQfzABp7dkpnwn1Ksw__thumb/img/A77zWf8GZ3rPK5FPTitlJuTAoNM=/fit-in/200x150/filters:strip_icc()/pic2866737.png
388,389,270633,Aeon's End: The New Age,Take a crew of mages on Expeditions to face monstrosities from beyond the Breach.,7.015,8.72,1567,2021-08-10,388,Aeon's End: The New Age,2019,1,4,60,14,,https://cf.geekdo-images.com/ZoIYlIzfph5yGuwQGKYneA__thumb/img/PNAUCRrB8mVltrG77bNlzSyDoGA=/fit-in/200x150/filters:strip_icc()/pic4628176.jpg
389,390,92415,Skull,"Does the token hide a flower or skull? Bid, bluff and laugh with striking components.",7.011,7.21,15352,2021-08-10,389,Gringo,2011,3,6,45,10,,https://cf.geekdo-images.com/4E9rSeKJDXiBbKmyMNtM7Q__thumb/img/zLo-17a1UkBwLj3bgr-cTy34Mlk=/fit-in/200x150/filters:strip_icc()/pic1779342.jpg
390,391,5404,Amun-Re,"As Pharoah buy land, trade and build pyramids to your greatness in this Knizia gem!",7.01,7.31,8628,2021-08-10,390,Amon Ra,2003,3,5,90,12,,https://cf.geekdo-images.com/wFD0mXh1AZshtsYlrBXyzA__thumb/img/nLzU6sEdEIrWcjgBVOlj-Jfsl6s=/fit-in/200x150/filters:strip_icc()/pic2748305.jpg
391,392,62222,Commands & Colors: Napoleonics,Command Colourful Napoleonics.,7.0089999999999995,8.0,2743,2021-08-10,391,Commands & Colors: Napoleonics,2010,2,2,90,14,,https://cf.geekdo-images.com/eVEF5fs8D22b0Bwj17mNgQ__thumb/img/qzxYJuD92hSlqarpDSdC5j_qo5I=/fit-in/200x150/filters:strip_icc()/pic837162.jpg
392,393,157969,Sheriff of Nottingham,"Sell goods for profit, or risk losing it all by slipping contrabands in....",7.0089999999999995,7.13,30522,2021-08-10,392,Nottingham bírája,2014,3,5,60,14,,https://cf.geekdo-images.com/BBgLFKUzr6tcKtlIM2JSFw__thumb/img/JD5L_XrtkaKINUj8ILZqFMGcTsE=/fit-in/200x150/filters:strip_icc()/pic2075830.jpg
393,394,128996,1775: Rebellion,Four sides manoeuvre & battle to capture territory in America's War for Independence.,7.007999999999999,7.68,3795,2021-08-10,393,1775: Der amerikanische Unabhängigkeitskrieg,2013,2,4,120,10,,https://cf.geekdo-images.com/rTKzRG0b8CtQWYqmCC353w__thumb/img/fivxQMJoJqReqc7c2yghuAFP9Uk=/fit-in/200x150/filters:strip_icc()/pic1386705.jpg
394,395,270844,Imperial Settlers: Empires of the North,Lead one of 6 asymmetric factions to build an empire and conquer new islands.,7.005,7.59,4527,2021-08-10,394,Colonos del imperio: imperios del norte,2019,1,4,90,10,,https://cf.geekdo-images.com/w6HMeWkxsTJM6zC8oxwUfQ__thumb/img/g1qP3Gm2krXidqUYAJCS-xZVz0I=/fit-in/200x150/filters:strip_icc()/pic4543694.jpg
395,396,712,Blood Bowl (Third Edition),,7.004,7.54,5325,2021-08-10,395,Blood Bowl (Third Edition),1994,2,2,180,12,,https://cf.geekdo-images.com/NfmeYHtstjGoXtfIy3Cf-g__thumb/img/TB-1_nLqgwlqsqVp7Kpd_B7aRdg=/fit-in/200x150/filters:strip_icc()/pic831373.jpg
396,397,17226,Descent: Journeys in the Dark,Heroes band together to defeat the Overlord and his minions in epic dungeon battles.,7.002999999999999,7.3,11375,2021-08-10,396,Descent: Die Reise ins Dunkel,2005,2,5,240,13,,https://cf.geekdo-images.com/915Abv-1k4_f_-__SkXybg__thumb/img/gn1-n9C_vhQufKI9aosUfP6_WwA=/fit-in/200x150/filters:strip_icc()/pic249300.jpg
397,398,83330,Mansions of Madness,"Spectral horrors and monstrosities await! Will you defeat them, or be driven mad?",7.002999999999999,7.29,12895,2021-08-10,397,Le Case della Follia,2011,2,5,180,13,,https://cf.geekdo-images.com/JtjGOgkaIxnLUeoV56cWFQ__thumb/img/eaj13E1FPWuVbXyBNBpewxXlVD0=/fit-in/200x150/filters:strip_icc()/pic814011.jpg
398,399,146791,Shadows of Brimstone: City of the Ancients,Co-op dungeon crawl the monster-ridden Old West mines and frozen Targa otherworld.,7.001,7.97,3489,2021-08-10,398,Shadows of Brimstone: City of the Ancients,2014,1,4,120,12,,https://cf.geekdo-images.com/ZnkF6PeVDEOJvc2EHT7ZHw__thumb/img/O6DtRhRClEvh2JMyHUa401D4Rdg=/fit-in/200x150/filters:strip_icc()/pic2037825.jpg
399,400,136063,Forbidden Desert,"Work together to escape the desert, before sand buries you or your supplies run dry!",7.0,7.13,26400,2021-08-10,399,Le Désert Interdit,2013,2,5,45,10,,https://cf.geekdo-images.com/OU26qQZoHJodxSFKiR5IzA__thumb/img/eDUA8LpBqRjlzJWJYIsIenpF_rA=/fit-in/200x150/filters:strip_icc()/pic1528722.jpg
400,401,123123,BattleCON: Devastation of Indines,Fight head-to-head with thirty characters in this card-based brawler.,6.999,7.91,2974,2021-08-10,400,BattleCON: Devastation of Indines,2013,1,5,45,10,,https://cf.geekdo-images.com/fHaLlnlbJPo52qAOYaY4Yw__thumb/img/CK7EehPmHRP9brSWaj6plslTeRs=/fit-in/200x150/filters:strip_icc()/pic2407334.jpg
401,402,150,PitchCar,Flick disks around a wooden race track that you can customize out of the box!,6.997999999999999,7.26,9821,2021-08-10,401,Avus,1995,2,8,30,6,,https://cf.geekdo-images.com/lvC1qJo4-RQ_zqudi_oRmA__thumb/img/7IuVc3d0QWtb0eCd6PaYHg8Qg2U=/fit-in/200x150/filters:strip_icc()/pic215555.jpg
402,403,177639,Raptor,Elude or chomp humans as the mama raptor; neutralize her offspring as the scientists.,6.996,7.31,8249,2021-08-10,402,Raptor,2015,2,2,30,9,,https://cf.geekdo-images.com/HjZ_VCPeI3vJQcEDsWLvRA__thumb/img/nB38D-IdQk1krkZZbt6pkV8NljU=/fit-in/200x150/filters:strip_icc()/pic2520016.jpg
403,404,372,Schotten Totten,"Place your kilted clansmen, control stones, expand territory & foil the rival clan.",6.995,7.32,8088,2021-08-10,403,Schotten Totten,1999,2,2,20,8,,https://cf.geekdo-images.com/69mwXe7c6HNYmT6S35Y4zg__thumb/img/97DW-2XWDrSSkgy3XnUJ7f7tLiQ=/fit-in/200x150/filters:strip_icc()/pic2932872.jpg
404,405,194607,Mystic Vale,Use the new card-crafting system to bring life and prosperity to the vale.,6.994,7.29,9428,2021-08-10,404,Mystic Vale,2016,2,4,45,14,,https://cf.geekdo-images.com/2cf8lebaIrJ8Z62HGEs2wQ__thumb/img/_iH-e13A0Suy5CBOZIwdCeKlEXc=/fit-in/200x150/filters:strip_icc()/pic3287905.png
405,406,62227,"Labyrinth: The War on Terror, 2001 – ?",Jihad is no longer a world away. Can the West react in time to win the war on terror?,6.992999999999999,7.59,4418,2021-08-10,405,Labirynt: Wojna z terroryzmem 2001 – ?,2010,1,2,180,12,,https://cf.geekdo-images.com/Acd8VhTI7yrwGAYNLReurA__thumb/img/xhSrUlTrFh9mJVlezWTow3UPUOg=/fit-in/200x150/filters:strip_icc()/pic859584.jpg
406,407,95527,Madeira,"Please the crown, feed your people, thrive; all without resorting to piracy—too often",6.992000000000001,7.61,4000,2021-08-10,406,Madeira,2013,2,4,150,12,,https://cf.geekdo-images.com/wY6k5MmdPH3NVXsJ-SgtMw__thumb/img/Su3JBW4OIe8Qt6nXEyUcMOJtqsM=/fit-in/200x150/filters:strip_icc()/pic1762708.jpg
407,408,162082,Deus,Develop your civilization and repeat your advancements in this engine-builder.,6.985,7.32,7462,2021-08-10,407,Deus,2014,2,4,90,14,,https://cf.geekdo-images.com/NOz3xJ-N5ptlq3rP9m5Wug__thumb/img/nQQSc-beglCc9XQwvptEwgm07wU=/fit-in/200x150/filters:strip_icc()/pic2219643.png
408,409,158899,Colt Express,This is a train robbery! Will you leave with the loot or a bunch of bullet holes?,6.983,7.12,25766,2021-08-10,408,Colt Express,2014,2,6,40,10,,https://cf.geekdo-images.com/2HKX0QANk_DY7CIVK5O5fQ__thumb/img/zcjkqn_HYDIIyVAZaAxJIkurQRg=/fit-in/200x150/filters:strip_icc()/pic2869710.jpg
409,410,98778,Hanabi,Everyone can see your cards but you. Can their clues help you find out what to play?,6.981,7.08,40166,2021-08-10,409,Hanabi,2010,2,5,25,8,,https://cf.geekdo-images.com/JDVksMwfcqoem1k_xtZrOA__thumb/img/amCeCcEKhYGbVtDvpvIMnu3qTg0=/fit-in/200x150/filters:strip_icc()/pic2007286.jpg
410,411,13,Catan,Collect and trade resources to build up the island of Catan in this modern classic.,6.98,7.14,104615,2021-08-10,410,Catan,1995,3,4,120,10,,https://cf.geekdo-images.com/W3Bsga_uLP9kO91gZ7H8yw__thumb/img/8a9HeqFydO7Uun_le9bXWPnidcA=/fit-in/200x150/filters:strip_icc()/pic2419375.jpg
411,412,65781,London,"Draft cards, avoid debt, and run your industrial engine to rebuild London.",6.98,7.36,6313,2021-08-10,411,London,2010,2,4,90,13,,https://cf.geekdo-images.com/Wb9zwcnPNX-wSNvVcWYNjQ__thumb/img/XOY71ukn7QV-nwLSV3EmhuO46bM=/fit-in/200x150/filters:strip_icc()/pic770317.jpg
412,413,251658,Sprawlopolis,Build the best metropolis by following the planning rules with this 18-card deck.,6.979,7.47,5218,2021-08-10,412,Expansiópolis,2018,1,4,20,8,,https://cf.geekdo-images.com/aZ3I9B_aEywK4O_qP_Hz9w__thumb/img/8IMkDRysr2XJafkJGGWoWRcj3e0=/fit-in/200x150/filters:strip_icc()/pic4654146.png
413,414,105551,Archipelago,Settlers work together and compete for resources to survive the new world.,6.978,7.34,7502,2021-08-10,413,Archipelago,2012,2,5,240,14,,https://cf.geekdo-images.com/6kwNH1BGcKpwO6CpV3qRTQ__thumb/img/iJRQEfXxLAa0ekEd2Lw3DedQolI=/fit-in/200x150/filters:strip_icc()/pic1640388.jpg
414,415,233312,Stuffed Fables,"Live the story of a child's stuffed toys, saving her from monsters under the bed.",6.978,7.55,4962,2021-08-10,414,Fábulas de Peluche,2018,2,4,90,7,,https://cf.geekdo-images.com/CS83e1WOA5WMc4izRw6zwg__thumb/img/S8F7Wyt0tUKzok9xKx4-f4IegRE=/fit-in/200x150/filters:strip_icc()/pic3708878.jpg
415,416,127398,Legends of Andor,A group of heroes carefully executes the defense of a besieged kingdom.,6.975,7.2,15637,2021-08-10,415,Andor,2012,2,4,90,10,,https://cf.geekdo-images.com/IO8_BYKeofnWy8DIjo2RRg__thumb/img/pMbV-KGyO3D9U6hnBzNRfylZvto=/fit-in/200x150/filters:strip_icc()/pic2606106.jpg
416,417,119506,Freedom: The Underground Railroad,Join fellow abolitionists to emancipate slaves and lead them to freedom in Canada.,6.974,7.59,3963,2021-08-10,416,Conductor,2012,1,4,120,13,,https://cf.geekdo-images.com/eEUq1DqkPjVdSTJT4wp1zg__thumb/img/GnUZDpuILEw0EMvhmskCfve3l4w=/fit-in/200x150/filters:strip_icc()/pic1478723.jpg
