Index,rank,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
864,865,Condottiere,1995,2,6,45,14,,https://cf.geekdo-images.com/ez1nMA4g7Mx3BVBqZT9D2w__thumb/img/WbIDkxaZNX05TSmK-pqQYw1xv5A=/fit-in/200x150/filters:strip_icc()/pic4211268.jpg
865,866,Netrunner,1996,2,2,45,10,,https://cf.geekdo-images.com/Xv_C5PpqX8kDwU-8iktmgQ__thumb/img/cmWb4qmyF5aLkAmrj7fhe77ODlo=/fit-in/200x150/filters:strip_icc()/pic92015.jpg
866,867,Uno Studio In Smeraldo,2013,2,5,90,13,,https://cf.geekdo-images.com/W_t-KinDa1Ag3JsZrMWMVw__thumb/img/rzgzAAHJZFQ7rSIHxWwiKUJu9hY=/fit-in/200x150/filters:strip_icc()/pic1638689.jpg
867,868,Zombicide: Invader,2019,1,6,60,14,,https://cf.geekdo-images.com/J90Wl4tMo74tS5LtKSSopA__thumb/img/GShGBF56oFJoXJQJRm2BT3N67pA=/fit-in/200x150/filters:strip_icc()/pic4023671.jpg
868,869,Nations: Das Würfelspiel,2014,1,4,40,14,,https://cf.geekdo-images.com/cAUrzJCm1nNzJ_JyH6N85g__thumb/img/mB-g90DCrvuRHH2V8ErYeYwF6p0=/fit-in/200x150/filters:strip_icc()/pic3743789.jpg
869,870,DinoGenics,2019,1,5,120,14,,https://cf.geekdo-images.com/BukgjRWfkGfdLYGkLXExSw__thumb/img/6m_qe2xeTZ4LeBzUIQB4qBlPf8A=/fit-in/200x150/filters:strip_icc()/pic4524562.jpg
870,871,Royal Turf,2001,2,6,60,10,,https://cf.geekdo-images.com/oc-osLnCx5c9on7qBCh-6w__thumb/img/5O4E_gigS35xcBMAKKCOFORIoQk=/fit-in/200x150/filters:strip_icc()/pic3159401.jpg
871,872,Firenze,2010,2,4,60,12,,https://cf.geekdo-images.com/bufTJIzODlIavAygTgTc9Q__thumb/img/BUoK23d-2QPsgqwdFEL0lk87jPQ=/fit-in/200x150/filters:strip_icc()/pic4262138.jpg
872,873,Stronghold,2009,2,4,120,10,,https://cf.geekdo-images.com/UAjajeqlfHqr2kaoI_sG7Q__thumb/img/46c93NYdrivup7na34sISos1PVg=/fit-in/200x150/filters:strip_icc()/pic570478.jpg
873,874,L'Aube d'Acier,2007,2,4,120,12,,https://cf.geekdo-images.com/MMQ5yH76vLnJTiHDzgoY6Q__thumb/img/0fpTZqPkfPkAzgkrw4RpJ6A7A-c=/fit-in/200x150/filters:strip_icc()/pic140479.jpg
874,875,Honey Buzz,2020,1,4,90,10,,https://cf.geekdo-images.com/q3KbDdmiSkvKucANAdOU1g__thumb/img/4e8jsNQHJp_Cir_h1_rEBK5xXWM=/fit-in/200x150/filters:strip_icc()/pic5608344.jpg
875,876,The Big Book of Madness,2015,2,5,90,12,,https://cf.geekdo-images.com/-LL30JqMelQiFx51xjzIVg__thumb/img/1zS0iG4Y_mY8RNwJqTZm6o5YztI=/fit-in/200x150/filters:strip_icc()/pic2750172.jpg
876,877,Vinci,1999,3,6,90,14,,https://cf.geekdo-images.com/16rNX4_Zj2nUtfKP7d1Wxw__thumb/img/9LgknaiMCuT4jFlsyPO8j2I1U7E=/fit-in/200x150/filters:strip_icc()/pic168171.jpg
877,878,Álmodj Velem!,2016,4,10,40,8,,https://cf.geekdo-images.com/E7bmvTXE2dWskxFaMwXYrA__thumb/img/aR_FTYkNL8LoAijfVLmlblrUs5w=/fit-in/200x150/filters:strip_icc()/pic3747128.png
878,879,Wilderness War,2001,2,2,180,12,,https://cf.geekdo-images.com/gbmWvMKxXrk6621XyYevCg__thumb/img/ZPIMme0Gq9XTEuuJwRASCAMkFuw=/fit-in/200x150/filters:strip_icc()/pic96957.jpg
879,880,Les aventuriers du Rail: New York,2018,2,4,15,8,,https://cf.geekdo-images.com/v0YHI6x4g8dJdtSqaxMdiA__thumb/img/wqM16CzK9QcarS8s6X6iAxvFe3Q=/fit-in/200x150/filters:strip_icc()/pic4132194.jpg
880,881,Ei! Čia mano žuvis!,2003,2,4,20,8,,https://cf.geekdo-images.com/CR2jXsbmCdhDYo2zI6cJFQ__thumb/img/6jjUgJWbOMUZ4JIEqJF0MzP6tO8=/fit-in/200x150/filters:strip_icc()/pic1004115.jpg
881,882,Firkaland,2015,2,5,30,8,,https://cf.geekdo-images.com/iIIGoA267xJDn3RuOfXBeQ__thumb/img/zX7ii2eBry5znNIWJ7-Fisqttbw=/fit-in/200x150/filters:strip_icc()/pic3043308.jpg
882,883,ISLA TUCANA,2019,1,8,15,8,,https://cf.geekdo-images.com/y8ifesXfHobUtIgnSuC0DA__thumb/img/y5rGQUFTGETcIg9HSfuGnHkD234=/fit-in/200x150/filters:strip_icc()/pic4860701.jpg
883,884,Via Nebula,2016,2,4,60,12,,https://cf.geekdo-images.com/fBgqTXGvFnr4mzdJo3CJvw__thumb/img/wkmN5b3_P3RXe7z095TsOeEt-6U=/fit-in/200x150/filters:strip_icc()/pic2839651.png
884,885,"Coffee Roaster  	 咖啡烘培師",2015,1,1,30,12,,https://cf.geekdo-images.com/XNphrzWB2Zc5e_NNBLLNxA__thumb/img/sfeP9moFqP7f7d537SHcWCu_hgk=/fit-in/200x150/filters:strip_icc()/pic4818329.jpg
885,886,0-9,2017,1,4,20,8,,https://cf.geekdo-images.com/a6j6yZmBJ5J2hcuo0KOW-A__thumb/img/w62iXqdK9cU_QCAwJffXewexjaU=/fit-in/200x150/filters:strip_icc()/pic3328269.jpg
886,887,Contos e Jogos: A Lebre e a Tartaruga,2011,2,5,20,7,,https://cf.geekdo-images.com/MabiuZo226P_M7PO8AJTWA__thumb/img/WTTPtTgmU6b_glj8FGrqsEErNFI=/fit-in/200x150/filters:strip_icc()/pic2688992.jpg
887,888,A Distant Plain,2013,1,4,300,12,,https://cf.geekdo-images.com/-PI0iVHeKyFfjYST0xi9dQ__thumb/img/k3pBQFl0qxKOEREh-jeJBEvaVmc=/fit-in/200x150/filters:strip_icc()/pic1733403.jpg
888,889,Kingsburg (Druga Edycja),2017,2,5,120,10,,https://cf.geekdo-images.com/GXdz7ManNSO9nb6z7bsd9w__thumb/img/LRVO4jm8fZMrU5m0fpWOm__8H0Y=/fit-in/200x150/filters:strip_icc()/pic3741713.jpg
889,890,Zendo,2001,3,5,60,8,,https://cf.geekdo-images.com/F5gufc6NTi_MZ1rcPsRvtQ__thumb/img/5ZIKwf8QqCdxXRbZW5YKObXKtNc=/fit-in/200x150/filters:strip_icc()/pic3808891.jpg
890,891,Rampage,2013,2,4,45,8,,https://cf.geekdo-images.com/loyFNu06XcKcRcoouNkn5Q__thumb/img/w5H9B8agVcPdAfNYgvN1qoFjLsc=/fit-in/200x150/filters:strip_icc()/pic2482302.jpg
891,892,Mr. Jack in New York,2009,2,2,30,14,,https://cf.geekdo-images.com/dn_nV4vpNrGAMpVqlBL_vw__thumb/img/_T1v8scTRVzrgj1N8zUICpO8B_M=/fit-in/200x150/filters:strip_icc()/pic5745031.jpg
892,893,Escuela de Pingüinos,2016,2,4,30,6,,https://cf.geekdo-images.com/jvfSbTGin9ZUioW4Rpi4Pw__thumb/img/b6he0ibAdBGM7T_lj918HG1aSbg=/fit-in/200x150/filters:strip_icc()/pic2937209.png
893,894,Container: 10th Anniversary Jumbo Edition!,2018,3,5,90,13,,https://cf.geekdo-images.com/vKQFumMc1tLcHyXUsqumyw__thumb/img/IQGqkd7lpeWRAaNV2j0i04YAUAM=/fit-in/200x150/filters:strip_icc()/pic3603816.jpg
894,895,Metropolys,2008,2,4,45,8,,https://cf.geekdo-images.com/nDR7wvOFkjReg5RGtIGpng__thumb/img/IQF7J0ktj0AN80yv70HH248Kiuo=/fit-in/200x150/filters:strip_icc()/pic297075.jpg
895,896,Empires of the Void II,2018,2,5,180,13,,https://cf.geekdo-images.com/Nf-Ct6JAgZU8GDycOvU1JQ__thumb/img/7sukhQsGSenns7guA_cazIjTM-s=/fit-in/200x150/filters:strip_icc()/pic3762134.jpg
896,897,Dice Town,2009,2,5,45,10,,https://cf.geekdo-images.com/l49r5hKd5hmevQQ0t17Yiw__thumb/img/-WfbpNcDeucmvZP4JkMKcap-wvY=/fit-in/200x150/filters:strip_icc()/pic3763073.jpg
897,898,Unlock!: Aventuras Atemporais,2019,1,6,90,10,,https://cf.geekdo-images.com/-jn45ZxkJXYlthEyDIYEMQ__thumb/img/LQKAm2oQircS1a6SvnO7WLN7PFA=/fit-in/200x150/filters:strip_icc()/pic5045366.jpg
898,899,Falling Sky: The Gallic Revolt Against Caesar,2016,1,4,360,14,,https://cf.geekdo-images.com/8piEjuoZ8aOl7tXo68E-iw__thumb/img/NnEHiceYhP6avN-8Xi1WcMuJLK0=/fit-in/200x150/filters:strip_icc()/pic2963551.jpg
899,900,"Time of Crisis: La Crisi Del III Secolo, 235-284 DC",2017,2,4,180,14,,https://cf.geekdo-images.com/AzbAevS1luPIpQZgdqRJrA__thumb/img/jvuKcxYKE49i-mqwPfI3BqFr-Dg=/fit-in/200x150/filters:strip_icc()/pic3372197.jpg
900,901,Axis & Allies Anniversary Edition,2008,2,6,360,12,,https://cf.geekdo-images.com/wVcuG7IymuvTXcb41ylQmA__thumb/img/tw6vSV9DFnRmFJmcav2H5UZM8vE=/fit-in/200x150/filters:strip_icc()/pic318779.jpg
901,902,Riverboat,2017,2,4,90,10,,https://cf.geekdo-images.com/2sERfmFw2sWOkeIKBNlpkg__thumb/img/Wd71rMfkQuT9JD21wnyBMfC8Bw4=/fit-in/200x150/filters:strip_icc()/pic3812239.png
902,903,Herbáceas,2017,1,4,20,8,,https://cf.geekdo-images.com/xkQEg3m5ePqjlffYsPahUg__thumb/img/LblvteA51BoU2NMLUzwyK2iiukQ=/fit-in/200x150/filters:strip_icc()/pic3048690.jpg
903,904,Batailles de Westeros,2010,2,2,120,12,,https://cf.geekdo-images.com/8THvj65P8JTqfvreVioXkg__thumb/img/sWtsIamGadaRV1t4_fBPSHChilk=/fit-in/200x150/filters:strip_icc()/pic711013.jpg
904,905,Gospodar prstanov,2000,2,5,90,12,,https://cf.geekdo-images.com/y9fm5_x9oJ4nM-W-9WdKig__thumb/img/0UJr_0DzRB8tshsClIDVIeYjZyA=/fit-in/200x150/filters:strip_icc()/pic5510866.png
905,906,!התנגשות,2012,2,4,45,12,,https://cf.geekdo-images.com/c1DOHkXD35OcqfPoxoSXlA__thumb/img/kdzBzdj4prsoztFNEFZ6eWv1RVI=/fit-in/200x150/filters:strip_icc()/pic1269874.jpg
906,907,Fauna,2008,2,6,60,8,,https://cf.geekdo-images.com/0H16R7djqxCy6S9p7TCvNQ__thumb/img/UB6Qwid9D12Vytb33HytQZH8Blo=/fit-in/200x150/filters:strip_icc()/pic1091049.jpg
907,908,Astoria: La Ferrovia degli Animali,2018,2,5,90,8,,https://cf.geekdo-images.com/W9HX05eyz2zQbwWdrjKUzQ__thumb/img/Qdfn4yBiilfyFLcSMXLsg8UHZAg=/fit-in/200x150/filters:strip_icc()/pic4161982.jpg
908,909,Shadowrun: Crossfire,2014,1,4,60,13,,https://cf.geekdo-images.com/y0nfrP1exlJeWbYEdmD9bA__thumb/img/-OuMWt8vmQ3l5tPUUVwgvDQ0M78=/fit-in/200x150/filters:strip_icc()/pic2060466.jpg
909,910,China,2005,3,5,45,12,,https://cf.geekdo-images.com/JpLM08UVFMBTpxg2_L71Ug__thumb/img/tpNmOUjT0PXk5eki_BthGcG2CsQ=/fit-in/200x150/filters:strip_icc()/pic63275.jpg
910,911,Wildlands,2018,2,4,60,14,,https://cf.geekdo-images.com/WX004-Z0fA065Fk7QDcAsA__thumb/img/ucs0OJM31SfPTZMqN1VWbni3Kbg=/fit-in/200x150/filters:strip_icc()/pic3983952.jpg
911,912,Battle Cry,1999,2,2,45,10,,https://cf.geekdo-images.com/TCgIFgzl_kVUJuhfZuMxgg__thumb/img/Gxq82Fv3eC_mySas8Zj-E44lhLQ=/fit-in/200x150/filters:strip_icc()/pic21060.jpg
912,913,Massive Darkness,2017,1,6,120,14,,https://cf.geekdo-images.com/4gH_fX2BQPViWLe9pNfSKg__thumb/img/dmONbeBrevbppd5nZ7J1bCGvmzg=/fit-in/200x150/filters:strip_icc()/pic3687923.jpg
913,914,Aquatica,2019,1,4,60,12,,https://cf.geekdo-images.com/_8WvjlAU1_Y0qhwTjXvbnA__thumb/img/8zjeyk9juPqsHIwuPt7wiZFia-M=/fit-in/200x150/filters:strip_icc()/pic5578646.jpg
914,915,Abluxxen,2014,2,5,20,10,,https://cf.geekdo-images.com/XtvCV1bRSQA1p85hopnITA__thumb/img/_5lMUdDy2RhtQkjwB1ftHCq9tdA=/fit-in/200x150/filters:strip_icc()/pic2342294.jpg
915,916,Quarriors,2011,2,4,30,14,,https://cf.geekdo-images.com/12Bgvi0MpA10redngwI5MA__thumb/img/z985bdF5fL4hmuWuQUa5QLSmpYA=/fit-in/200x150/filters:strip_icc()/pic1604985.jpg
916,917,Ikusa,1986,2,5,360,12,,https://cf.geekdo-images.com/fwG7yJFb4Py3ZGRNXHIYEw__thumb/img/QDGmr3zU-g0sjtCe_3WkQY7qP5o=/fit-in/200x150/filters:strip_icc()/pic1050037.jpg
917,918,Rúnamester,2005,2,6,240,12,,https://cf.geekdo-images.com/9ihKYaEPIQD7d1KkTWfFpQ__thumb/img/JQGLbThEtF14BEuaf6RHi4cWm-4=/fit-in/200x150/filters:strip_icc()/pic178189.jpg
918,919,Quartermaster General,2014,2,6,90,12,,https://cf.geekdo-images.com/XYsBZxMbrOr7WAiSdGUt_Q__thumb/img/taICasMsuxL4xc_H6uPfDz7cnjE=/fit-in/200x150/filters:strip_icc()/pic4560256.jpg
919,920,1889: History of Shikoku Railways,2004,2,6,210,14,,https://cf.geekdo-images.com/QlV0LtrkwUWBnpqXZazs4g__thumb/img/ghUqiJdpaRmvqUdmoEXcI9Djqe4=/fit-in/200x150/filters:strip_icc()/pic730152.jpg
920,921,Álomház,2016,2,4,30,7,,https://cf.geekdo-images.com/CtVH__gM0TBISzOzV3OeFQ__thumb/img/2aOcQ_RKw7fJYJTTdWrFHIk6coE=/fit-in/200x150/filters:strip_icc()/pic3176771.jpg
921,922,Paper Tales,2017,2,5,30,12,,https://cf.geekdo-images.com/V62ulI0ifY0LIGocVuKCIQ__thumb/img/-aesB6Vzn2VfsN619Ellkc8Z0UE=/fit-in/200x150/filters:strip_icc()/pic4043983.jpg
922,923,Merv: El Corazón de la Ruta de la Seda,2020,1,4,90,14,,https://cf.geekdo-images.com/y6DEV5Qf6hyXpxRlafgOWw__thumb/img/aVefQAlc_n4d3GCToQYMluFpgBs=/fit-in/200x150/filters:strip_icc()/pic5314414.jpg
923,924,Cat Lady,2017,2,4,30,8,,https://cf.geekdo-images.com/tnx6ExxyUmIlga9tFSrR6g__thumb/img/jHvb__-N4QCSB8rhTKXzCxWOWcU=/fit-in/200x150/filters:strip_icc()/pic3864115.jpg
924,925,Diamonds,2014,2,6,30,8,,https://cf.geekdo-images.com/jWa2swVQ1oJ_lmBjOqKvJA__thumb/img/F4sphH6518FTStZ5iH10525L8Nc=/fit-in/200x150/filters:strip_icc()/pic4812860.jpg
925,926,Yggdrasil,2011,1,6,90,13,,https://cf.geekdo-images.com/ZXSzvS1pL0qUoOPG6OzoAQ__thumb/img/NWUiczjWlEXPJcwNDlwE2qkDFng=/fit-in/200x150/filters:strip_icc()/pic4314491.jpg
926,927,Acht-Minuten Imperium: Legenden,2013,2,4,32,13,,https://cf.geekdo-images.com/4aL5A2NIxKmITsXZboABvw__thumb/img/41zP3EQvuAQGa64VFBhu72oxCpU=/fit-in/200x150/filters:strip_icc()/pic1708628.jpg
927,928,Ambush!,1983,1,1,240,12,,https://cf.geekdo-images.com/8H-hiPuWsdD07fcj0kMsYA__thumb/img/QxDn57ooLqX29aWH3ThD0agawOA=/fit-in/200x150/filters:strip_icc()/pic265524.jpg
928,929,Witness,2014,4,4,15,13,,https://cf.geekdo-images.com/E-432DX7M9-UJpFO88uJ6w__thumb/img/5FX8yNyKO898-jHjxI5JviBHTpE=/fit-in/200x150/filters:strip_icc()/pic2336025.jpg
929,930,Two Rooms and a Boom,2013,6,30,20,8,,https://cf.geekdo-images.com/jmf0M01DsReKLByori6OGg__thumb/img/L5WTzC1_QyuIddhi248RG5hYVvc=/fit-in/200x150/filters:strip_icc()/pic2335221.png
930,931,Wendake,2017,1,4,120,14,,https://cf.geekdo-images.com/N_oaV30_ImihsgPhYAUyiQ__thumb/img/5Ux0lbcU6kZPSGW3SpKFQhdw9ww=/fit-in/200x150/filters:strip_icc()/pic4110410.jpg
931,932,Last Bastion,2019,1,4,45,14,,https://cf.geekdo-images.com/eL5ZK9gerP9D3cld4xXjxQ__thumb/img/4_3lMCgwHtx3rb42ry8vGqMN2K4=/fit-in/200x150/filters:strip_icc()/pic4882123.png
932,933,Warhammer Quest,1995,1,4,120,12,,https://cf.geekdo-images.com/R_AD0CQfaLhXx_KNHssXow__thumb/img/_9pxjeCwEI1_e8ZNdM5b7SJgxDM=/fit-in/200x150/filters:strip_icc()/pic355859.jpg
933,934,1812: Der zweite amerikanische Unabhängigkeitskrieg,2012,2,5,90,10,,https://cf.geekdo-images.com/X9d9aA-5vMk2QPX3LPUenQ__thumb/img/kaCwct3z6KPyxJSXsdGmaODksfA=/fit-in/200x150/filters:strip_icc()/pic1107292.jpg
934,935,Domaine,2003,2,4,60,12,,https://cf.geekdo-images.com/9OCBvjQKVfNattSqBy4k1Q__thumb/img/jB1stUC9_7i5MwBhadEXIVTBbpw=/fit-in/200x150/filters:strip_icc()/pic21368.jpg
935,936,No Retreat! The Russian Front,2011,2,2,360,14,,https://cf.geekdo-images.com/TTQllPzYNV0MoHmrsytv4w__thumb/img/Zjt90vMaHg9WN6vNijmhz1d2HwY=/fit-in/200x150/filters:strip_icc()/pic1019831.jpg
936,937,Deep Space D-6,2015,1,1,30,10,,https://cf.geekdo-images.com/ZidmwrDOlutTZBTOlFBrgA__thumb/img/4Irei318jEKoqU_hxevD8uIU83M=/fit-in/200x150/filters:strip_icc()/pic2937444.jpg
937,938,Watson & Holmes,2015,2,7,75,12,,https://cf.geekdo-images.com/ztk4H_sQcqmiKt3Ai1Nkpw__thumb/img/FJ3QWVUzBXCodogMMOX8IuM4OG0=/fit-in/200x150/filters:strip_icc()/pic3477808.jpg
938,939,Sons of Anarchy: Men of Mayhem,2014,3,4,90,13,,https://cf.geekdo-images.com/qOhEplS6-Ex-eNh7I0hKEA__thumb/img/3JOQ0h6KHlCJhACYuCZ-Oiegwzw=/fit-in/200x150/filters:strip_icc()/pic2004604.jpg
939,940,Honshū,2016,2,5,30,8,,https://cf.geekdo-images.com/eqDAlJIqk1rjnoY0MDR5-w__thumb/img/9DSDZqnYzElelWfO4beAwFbuzHc=/fit-in/200x150/filters:strip_icc()/pic3627583.jpg
940,941,Fürsten der Renaissance,2003,3,6,180,12,,https://cf.geekdo-images.com/U_bfH-9EjxL3o0qoabv4Dg__thumb/img/XPpliIfx2znWrv4v2xlwb75ciYM=/fit-in/200x150/filters:strip_icc()/pic3024485.jpg
941,942,Hardback,2018,1,5,90,10,,https://cf.geekdo-images.com/QKo6ujrTGJBgXoG1oEuoAQ__thumb/img/owRLmPoUxcdR0JBDl5BzZ3RFLhI=/fit-in/200x150/filters:strip_icc()/pic3968823.jpg
942,943,Legend of the Five Rings: Das Kartenspiel,2017,2,2,90,14,,https://cf.geekdo-images.com/nuHQ7Yf8ykd2xUm_p0PD-w__thumb/img/VWVFu9qjH2wYy4r-yztVAkritQM=/fit-in/200x150/filters:strip_icc()/pic3763363.jpg
943,944,Level 7 [Omega Protocol],2013,2,6,90,14,,https://cf.geekdo-images.com/OQgkL1Y77I1rcjqmI_DjEA__thumb/img/ydg80DmUC0Iqswsw9eSAZlFsqgs=/fit-in/200x150/filters:strip_icc()/pic5004931.jpg
944,945,7 Csoda (2021-es kiadás),2020,3,7,30,10,,https://cf.geekdo-images.com/fwzG7OfzA35y7b3S7dHn9Q__thumb/img/N7rmW1XK7hkQssGu43rOSeN-Ry8=/fit-in/200x150/filters:strip_icc()/pic5652537.jpg
945,946,Fog of Love,2017,2,2,120,17,,https://cf.geekdo-images.com/q8impbJrOxmhzZbLTOnlZg__thumb/img/YOiFshgqroec7WqlRYRtwooq8zk=/fit-in/200x150/filters:strip_icc()/pic3726790.jpg
946,947,City of Angels,2019,1,5,150,14,,https://cf.geekdo-images.com/xWdK1lL-2ZTdzBZGYjjqkw__thumb/img/wl_YxOhd-S6QbpyHAQZGhV109rw=/fit-in/200x150/filters:strip_icc()/pic3469246.jpg
947,948,Állatpiramis,2005,2,4,15,4,,https://cf.geekdo-images.com/5RHnNYBqmNXYvDtIeJw3pA__thumb/img/k3dUd6Gx-ogOeDtH2HsyVX0n-8E=/fit-in/200x150/filters:strip_icc()/pic403502.jpg
948,949,Unlock!: Escape Adventures – In der Mausefalle,2017,1,6,75,10,,https://cf.geekdo-images.com/bd0-F78utsbv1KEY_B9FyQ__thumb/img/R2W46TpelN4RhUZY82zxCawI-Ls=/fit-in/200x150/filters:strip_icc()/pic3372429.jpg
949,950,Coco King,2013,2,4,20,6,,https://cf.geekdo-images.com/sk1Bf6ijzmnhMuXOuLadNg__thumb/img/Y6VAWmnaynqSefm1Neo6vUwhrI8=/fit-in/200x150/filters:strip_icc()/pic5818708.jpg
950,951,Circadians: First Light,2019,1,4,90,12,,https://cf.geekdo-images.com/jlxbmV0nRDxuBcduOruP0g__thumb/img/d9W-NUcCGhfzVAwuSNyXKv9YzJw=/fit-in/200x150/filters:strip_icc()/pic6306031.png
951,952,Automania,2015,2,4,90,12,,https://cf.geekdo-images.com/fPIcD46QczD1Og8EUafUTw__thumb/img/U72WAOEnl64mhQ5bqd3Tqkbh4N0=/fit-in/200x150/filters:strip_icc()/pic3749920.jpg
952,953,Fortune and Glory: The Cliffhanger Game,2011,1,8,240,12,,https://cf.geekdo-images.com/ZTonaNNH9zTKfqNVYPVq6Q__thumb/img/lSN23PG2Gaj6tY1QFXdeAj9kGGI=/fit-in/200x150/filters:strip_icc()/pic946736.jpg
953,954,Primordial Soup,1997,3,4,90,12,,https://cf.geekdo-images.com/92He_gRx-E9sZLJwP6lsgA__thumb/img/ydWCjArE9Cw-WOQLjlVMpbl8wCg=/fit-in/200x150/filters:strip_icc()/pic294731.jpg
954,955,"Geister, Geister, Schatzsuchmeister!",2013,2,4,30,8,,https://cf.geekdo-images.com/2IQdeGbxKaS0LxllRQal4w__thumb/img/YxLV6k2BCT9f2mIRliseLiPlZ3s=/fit-in/200x150/filters:strip_icc()/pic3518338.jpg
955,956,Tsuro,2004,2,8,20,8,,https://cf.geekdo-images.com/2V3d4ryhxkS3RoPtDrvpUw__thumb/img/NWgNhoxUIF7Lmj1apRkZQhFL6NU=/fit-in/200x150/filters:strip_icc()/pic875761.jpg
956,957,Caylus Magna Carta,2007,2,4,75,10,,https://cf.geekdo-images.com/XLo2qDE1uVGAvVUc2TJZzw__thumb/img/A7eydugtIseiNjCxfxcmdCgdy2s=/fit-in/200x150/filters:strip_icc()/pic339842.jpg
957,958,Cacciatori della notte,2005,4,8,60,10,,https://cf.geekdo-images.com/_eXzp4yCWA4_b-VmFQf3IA__thumb/img/CbkIn6FQ-CU8vl3C-8VWNTcdZi8=/fit-in/200x150/filters:strip_icc()/pic1215982.jpg
958,959,Whistle Stop,2017,2,5,75,13,,https://cf.geekdo-images.com/lqMkVVt-crNAadXFzL1Rnw__thumb/img/HZAtWOABMFpGzvT3CIO64DD_L2Q=/fit-in/200x150/filters:strip_icc()/pic3472683.jpg
959,960,Aviador loco,1992,2,4,10,4,,https://cf.geekdo-images.com/e9CWevSJC03NzLybnCKEVQ__thumb/img/vQZYNWt9xSZez7NCoMB5Lz9yBdY=/fit-in/200x150/filters:strip_icc()/pic4025029.png
960,961,Risiko Star Wars,2015,2,4,45,10,,https://cf.geekdo-images.com/K54XDlW9-vq8ozr1ye-PLg__thumb/img/akHr3vPigU1WlLxwruXseIKuuj8=/fit-in/200x150/filters:strip_icc()/pic4915114.jpg
961,962,Vikings Gone Wild,2017,2,4,90,10,,https://cf.geekdo-images.com/JE64fVnmk5_Pctb1H-M-pw__thumb/img/6_B7XJUOWoRy-Pqme4KS_eCr4z0=/fit-in/200x150/filters:strip_icc()/pic3145803.png
962,963,Alta Tensión: Director de Fábrica,2009,2,5,60,12,,https://cf.geekdo-images.com/NcoUbr7MEB_rOzAE9J9BOg__thumb/img/w8IHFdgUbDsWclk_TEjMBMwCpJc=/fit-in/200x150/filters:strip_icc()/pic577313.jpg
963,964,Manoeuvre,2008,2,2,60,12,,https://cf.geekdo-images.com/pqjIbe4kdIy4jbAzcbTX8A__thumb/img/6EMi0CIwpQA7eakDNbPvr_WBEjI=/fit-in/200x150/filters:strip_icc()/pic309433.jpg
964,965,For the People,1998,2,2,360,12,,https://cf.geekdo-images.com/L2oowBjXVIUl2aQVZZg3nw__thumb/img/yK2FTRj201MUy_Ii7qC1S8ik-zE=/fit-in/200x150/filters:strip_icc()/pic1736659.jpg
965,966,Steam Park,2013,2,4,60,10,,https://cf.geekdo-images.com/HA0kPnNDm7O0gh0ukPcGcw__thumb/img/zZNZq4mvxP9y-MxZQyeHvFsDhdk=/fit-in/200x150/filters:strip_icc()/pic2656302.jpg
966,967,Archaeology: The New Expedition,2016,2,5,20,10,,https://cf.geekdo-images.com/5fsW7qzvnkg8L0iVx_AM1A__thumb/img/kDJbSE0lHm1iNprMUGjjJXzi8bM=/fit-in/200x150/filters:strip_icc()/pic2805898.png
967,968,Mottainai,2015,2,5,30,13,,https://cf.geekdo-images.com/CTOlrpzG8J6JxkCnrL_cPw__thumb/img/dnbQMm4EEd49clYRara1V5S9DEQ=/fit-in/200x150/filters:strip_icc()/pic2688214.jpg
968,969,Irish Gauge,2014,3,5,60,12,,https://cf.geekdo-images.com/KyuNY56jg-H1Xu5H8fERLQ__thumb/img/o-TcRMg-gygBfTsQMtamJtcEK14=/fit-in/200x150/filters:strip_icc()/pic4587356.jpg
969,970,Conquistadores de Midgard,2019,2,4,120,14,,https://cf.geekdo-images.com/RCV5d4ZMgzm20MosK3zADQ__thumb/img/MYsrcgv_ztbdhHkSboUN4jfOJjo=/fit-in/200x150/filters:strip_icc()/pic3916976.png
970,971,Julius Caesar,2010,2,2,120,12,,https://cf.geekdo-images.com/bbICQuUv884qjXRLaex57g__thumb/img/MnSUZFqMoBL5sGJCtrzPyPczovI=/fit-in/200x150/filters:strip_icc()/pic732997.jpg
971,972,Bibidi Bobidi Brew,2008,3,5,45,9,,https://cf.geekdo-images.com/Gg_HfBfrECelcQRBxL00mA__thumb/img/baZYsAWA3vhvTyRIQYUJnncfFEo=/fit-in/200x150/filters:strip_icc()/pic365958.jpg
972,973,Haggis,2010,2,3,45,13,,https://cf.geekdo-images.com/LF-MB-iHzmAD2uf33pjPpg__thumb/img/ZWzXlXKZ35gaOkbZSZ9Yvxx5LBM=/fit-in/200x150/filters:strip_icc()/pic807564.jpg
973,974,Duelosaur Island,2018,1,2,45,10,,https://cf.geekdo-images.com/paSj18K2b6r2pH-ax37mNA__thumb/img/EpqB5JtMfimf3pZNDc93Tbk8IXo=/fit-in/200x150/filters:strip_icc()/pic4194135.png
974,975,Vanuatu,2011,2,5,90,12,,https://cf.geekdo-images.com/1ozE0RuBxHf-WpJctDZBRw__thumb/img/d7ZqhcCCpJMzvtjM_Axl8NvmW1I=/fit-in/200x150/filters:strip_icc()/pic1288264.jpg
