Index,rank,name,year_published,min_players,max_players,playing_time,age,boardgamecategory,thumbnail
501,502,Space Empires: 4X,2011,1,4,180,12,,https://cf.geekdo-images.com/UQlXtwENJ4I7WNKFcUDqAw__thumb/img/n9fhiM2QZiBe58cty-uWrn4Cidw=/fit-in/200x150/filters:strip_icc()/pic953180.jpg
502,503,Smartphone Inc.,2018,1,5,90,12,,https://cf.geekdo-images.com/Ndctxvd7kBXYubeYRKRqzw__thumb/img/hJtPqShJYdb8DsdnTvpdkXrx-CU=/fit-in/200x150/filters:strip_icc()/pic4258616.jpg
503,504,Zombicide,2012,1,6,60,14,,https://cf.geekdo-images.com/ZqjfzvtaTIT5FYp1D2CfKw__thumb/img/3Z0sYfpvqCcSDIgHHPSWIlgjTVk=/fit-in/200x150/filters:strip_icc()/pic1196191.jpg
504,505,Broom Service,2015,2,5,75,10,,https://cf.geekdo-images.com/PcxTKtTwov2vxkZZbRVDAw__thumb/img/exJUDw66ox4k5H5dSX_oAOuRNXk=/fit-in/200x150/filters:strip_icc()/pic2546156.jpg
505,506,Gears of War: Das Brettspiel,2011,1,4,180,14,,https://cf.geekdo-images.com/3A6PI0FkgTLiaESApz5PZg__thumb/img/RYUQLegHIV2Q4xMxhxiqKHcrZz4=/fit-in/200x150/filters:strip_icc()/pic1004112.jpg
506,507,Tobago,2009,2,4,60,10,,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__thumb/img/bfp4x8H9nzQJQyNf2amKyx1BqUs=/fit-in/200x150/filters:strip_icc()/pic596625.jpg
507,508,Struggle of Empires,2004,2,7,240,13,,https://cf.geekdo-images.com/V8J_bg9LKjB6as3Oxp_wtQ__thumb/img/FUyc1QhXpVQRkbAhouttIZstUZA=/fit-in/200x150/filters:strip_icc()/pic5633386.png
508,509,Carcassonne à la Préhistoire,2002,2,5,35,8,,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__thumb/img/4jFZqbcMUlrd-Nhy7IJHjTshbrc=/fit-in/200x150/filters:strip_icc()/pic5647234.png
509,510,Jamaica,2007,2,6,60,8,,https://cf.geekdo-images.com/SxSm7BW1LYTPd8LxGi07MQ__thumb/img/GrmR2FBxm0O7LK3CVkcPxooXARw=/fit-in/200x150/filters:strip_icc()/pic1502119.jpg
510,511,Earth Reborn,2010,2,4,180,13,,https://cf.geekdo-images.com/77ccl-nXuwWw3Xj6woR3fA__thumb/img/S4KtdrTXbVvFYLTPvdjDI1z4EX4=/fit-in/200x150/filters:strip_icc()/pic746581.jpg
511,512,Quantum,2013,2,4,60,13,,https://cf.geekdo-images.com/Bgle3gjd2wTrD31ps_z92w__thumb/img/bjSkZpezCxJBqtucXslJAX2laKA=/fit-in/200x150/filters:strip_icc()/pic1727619.jpg
512,513,A través del desierto,1998,2,5,45,10,,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__thumb/img/020Q_crmzh9cGgwv-5excCcxFwg=/fit-in/200x150/filters:strip_icc()/pic3764263.jpg
513,514,Mountain Railways,2012,1,5,90,10,,https://cf.geekdo-images.com/04SK6RPEqcArT_g8wHH2TA__thumb/img/9Ih7C267B9XzDU_z5tFHTF94Dh0=/fit-in/200x150/filters:strip_icc()/pic1430858.jpg
514,515,Mandala,2019,2,2,20,10,,https://cf.geekdo-images.com/FZUJ_Ieaw83mpz1eL-dY_g__thumb/img/o8B080rjfGtNloX7wMa_IRthuXo=/fit-in/200x150/filters:strip_icc()/pic5056121.jpg
515,516,Mare Nostrum: Empires,2016,3,5,120,14,,https://cf.geekdo-images.com/bCT1a-L84zgHRsIkNdH-lA__thumb/img/dTt5RE3rxMyv3pe6_DslE-DEboY=/fit-in/200x150/filters:strip_icc()/pic2648963.jpg
516,517,Las Vegas,2012,2,5,30,8,,https://cf.geekdo-images.com/aQJ0HRKx2mobP0g3FCeR_Q__thumb/img/7g-l6beAu5RtsAykBhoO7kMWexc=/fit-in/200x150/filters:strip_icc()/pic1261796.jpg
517,518,Coup,2012,2,6,15,13,,https://cf.geekdo-images.com/MWhSY_GOe2-bmlQ2rntSVg__thumb/img/vuR_0PCX1w2EkjO_LbchOHZPOwU=/fit-in/200x150/filters:strip_icc()/pic2016054.jpg
518,519,The Republic of Rome,1990,1,6,300,14,,https://cf.geekdo-images.com/1hw9kRfQg849_J5mjPHuBQ__thumb/img/A8YR8VBRNcV8QfA46JgyHAw1T6g=/fit-in/200x150/filters:strip_icc()/pic487045.jpg
519,520,Unmatched: Árny & Köd,2020,2,4,40,9,,https://cf.geekdo-images.com/iyIO6udRfIn0xM1rIxyO2g__thumb/img/oKVEm_nmurLwHbp9QPNNEyJkzeE=/fit-in/200x150/filters:strip_icc()/pic5056685.jpg
520,521,Marvel United,2020,1,4,40,14,,https://cf.geekdo-images.com/-19XPXmTn9QyyvqwpcFkBw__thumb/img/T3jn8ks3g0zLyISTRQkIr0D1WSE=/fit-in/200x150/filters:strip_icc()/pic5231006.jpg
521,522,Jenseits von Theben,2007,2,4,60,8,,https://cf.geekdo-images.com/T4EH02wIepQC4DzyEEY1MQ__thumb/img/oQ0IlYEVkHSnCPvoORuPAjzCCy8=/fit-in/200x150/filters:strip_icc()/pic2723204.jpg
522,523,Grandpa Beck's Scheming and Skulking,2013,2,6,30,8,,https://cf.geekdo-images.com/j33ifHUZSIHkpPv55u1TFA__thumb/img/ozuAerLhSfkaOwnFMb0VUXWgI-c=/fit-in/200x150/filters:strip_icc()/pic1886632.png
523,524,Hrdinové bez záruky,2017,1,8,15,8,,https://cf.geekdo-images.com/wJfDIveg2zpTGn8E1WzEpA__thumb/img/Un57jB38oeBZ0WFdd7rXSOEP-1k=/fit-in/200x150/filters:strip_icc()/pic3268473.jpg
524,525,Hyrule: Card Kingdoms,2016,1,5,45,13,,https://cf.geekdo-images.com/2XJpNx6Bl_74WlKJDuGwKw__thumb/img/djvfQfYLFuwzPmTej19J3shpLsA=/fit-in/200x150/filters:strip_icc()/pic2919073.jpg
525,526,Paleo,2020,1,4,60,10,,https://cf.geekdo-images.com/85t1wkwgvh3d2mmjsRcDrw__thumb/img/K1IMVdd39Or51HpLAfiXz3JNUvI=/fit-in/200x150/filters:strip_icc()/pic6039256.jpg
526,527,1 Nacht Weerwolven & Waaghalzen: Dageraad,2015,3,7,10,8,,https://cf.geekdo-images.com/-jMVcPlkpLcs-2nA_htb8g__thumb/img/W-6ZwWzAaqQw5CGziy7caBAZzQg=/fit-in/200x150/filters:strip_icc()/pic2225958.jpg
527,528,Trains,2012,2,4,45,12,,https://cf.geekdo-images.com/8K9Syz49KOY0nJLR4GB0eg__thumb/img/CjomdI9qkAuiWWbxbeW88_SV26M=/fit-in/200x150/filters:strip_icc()/pic1606346.jpg
528,529,Star Wars: X-Wing (Second Edition),2018,2,2,45,14,,https://cf.geekdo-images.com/oPYTn7JgqxEsOuJ835WQnw__thumb/img/y_5FVvxtWBMIUHSzK3xOqps2IVc=/fit-in/200x150/filters:strip_icc()/pic4271201.jpg
529,530,Taluva,2006,2,4,45,8,,https://cf.geekdo-images.com/PC01tlKF5hf3et7F3mtHtw__thumb/img/e2-h91qjH6nNLby7xn-T_ohmVaA=/fit-in/200x150/filters:strip_icc()/pic1948254.png
530,531,Shadows of Brimstone: Swamps of Death,2014,1,4,180,12,,https://cf.geekdo-images.com/qRyYKK4IxR9QBwyr7OMvzw__thumb/img/9K95Z2kFVqnIXKCqJ4vBA2uZkm4=/fit-in/200x150/filters:strip_icc()/pic2037826.jpg
531,532,Dice Throne: Season One,2018,2,6,40,8,,https://cf.geekdo-images.com/crZpafHHxItU5EWPCgNbPA__thumb/img/6-MfhRxfMD7KwZq9jQT1tZFHTIY=/fit-in/200x150/filters:strip_icc()/pic3962955.jpg
532,533,Summoner Wars,2009,2,4,60,9,,https://cf.geekdo-images.com/EWi-utp09EIJnwia_o_Taw__thumb/img/vEFkO1QccS2LQpL7fgX7-v1hZhg=/fit-in/200x150/filters:strip_icc()/pic5152378.png
533,534,Triumph & Tragedy: European Balance of Power 1936-1945,2015,2,3,360,12,,https://cf.geekdo-images.com/KuJMYH3VVj3BriDYaYvDQw__thumb/img/79snZF_WwHakF2PPbOhXFLqjYLc=/fit-in/200x150/filters:strip_icc()/pic2497742.jpg
534,535,King of Tokyo: Dark Edition,2020,2,6,30,8,,https://cf.geekdo-images.com/mTn-dbIPgdf-_l668UGi_g__thumb/img/yxdiI1ZfNRlXmO_GQr8dFqBnxIs=/fit-in/200x150/filters:strip_icc()/pic5031257.jpg
535,536,Betrayal at House on the Hill,2004,3,6,60,12,,https://cf.geekdo-images.com/lqmt2Oti_qJS65XqHcB8AA__thumb/img/EDOmDbRhLy4za2PHkJ5IbhNxZmk=/fit-in/200x150/filters:strip_icc()/pic5146864.png
536,537,Shakespeare,2015,1,4,90,13,,https://cf.geekdo-images.com/37zrXPBAfqnS6CyeKTYiIw__thumb/img/63aUA3o6a1Q5U4pW3NR8aa_5Szo=/fit-in/200x150/filters:strip_icc()/pic2583214.jpg
537,538,Zombicide: Green Horde,2018,1,6,60,14,,https://cf.geekdo-images.com/rtJTab2_kHN2k4_nUddRTQ__thumb/img/H17dequj7LYB-NKcZo352sAxQ3k=/fit-in/200x150/filters:strip_icc()/pic3564805.jpg
538,539,Formula D,2008,2,10,60,8,,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__thumb/img/F7CaSsa_MWIbHGCoeZ98apbmFQM=/fit-in/200x150/filters:strip_icc()/pic519914.jpg
539,540,La Bataille des cinq armées,2014,2,2,240,13,,https://cf.geekdo-images.com/SQBx844N1Ay31pm368Ckkg__thumb/img/j5q6CR72Lqv4mkA-G1KKTBa9rYU=/fit-in/200x150/filters:strip_icc()/pic1886964.jpg
540,541,Dawn of the Zeds (Third Edition),2016,1,5,120,14,,https://cf.geekdo-images.com/WnREnwi-pR72tqDa9-1zBQ__thumb/img/-bedWb_t582j4ghHjJpE7QCE0IU=/fit-in/200x150/filters:strip_icc()/pic4929411.jpg
541,542,Belfort,2011,2,5,120,12,,https://cf.geekdo-images.com/7EoGJIE03X3_Gxw4AcADJQ__thumb/img/kpieGmBNsObVwNDJtvJsAdEPs1E=/fit-in/200x150/filters:strip_icc()/pic1368514.jpg
542,543,Fíaskó,1999,4,18,90,12,,https://cf.geekdo-images.com/eXgj9wE-fRfd4ZfW6PcjIw__thumb/img/-eVeJ2xAfaLeEtO5EutEIi1Ce5M=/fit-in/200x150/filters:strip_icc()/pic3690440.jpg
543,544,Cuba Libre,2013,1,4,180,14,,https://cf.geekdo-images.com/6z5ZMIVpFUzn1DHhto3RLw__thumb/img/Zsirgs7exejEoHOaAYhUZMALGUU=/fit-in/200x150/filters:strip_icc()/pic1723711.jpg
544,545,Dixit: Journey,2012,3,6,30,8,,https://cf.geekdo-images.com/HX0lvc-JiPzf7Nrqp_N-Fw__thumb/img/iInoc-itpaO_STBI1QVQ0B-WWME=/fit-in/200x150/filters:strip_icc()/pic1387599.jpg
545,546,Pax Renaissance,2016,2,4,120,12,,https://cf.geekdo-images.com/gIHITIenJOCIsO_vQNEE0w__thumb/img/68iODGupr7JuYEYiDofNJzxgEzM=/fit-in/200x150/filters:strip_icc()/pic3009233.jpg
546,547,Silver & Gold,2019,2,4,20,8,,https://cf.geekdo-images.com/qaQvZdQ3cDdhH29DOwMeiA__thumb/img/UTHxQZPabWfB9p79I0SbA4R3k5c=/fit-in/200x150/filters:strip_icc()/pic4538992.png
547,548,Thunderstone Advance: Die Türme des Verderbens,2012,1,5,45,12,,https://cf.geekdo-images.com/vrmT1wjUZ9hPePjPLRsimQ__thumb/img/MSATQAPLQq0PntSurFzM8iphLc0=/fit-in/200x150/filters:strip_icc()/pic1196537.jpg
548,549,Cloudspire,2019,1,4,180,13,,https://cf.geekdo-images.com/h6QX8IBDV-u0PnCIor_oSg__thumb/img/_ODQtFy3tbgt2Xwo_XCFr3BfVEI=/fit-in/200x150/filters:strip_icc()/pic4992443.png
549,550,Luna,2010,1,4,100,12,,https://cf.geekdo-images.com/tMYWtENCa6qdHg3DLIDqcw__thumb/img/K5WlrHSW_e0JqRhu6Na_D-h5klU=/fit-in/200x150/filters:strip_icc()/pic2538939.png
550,551,Star Trek: Ascendancy,2016,3,3,180,14,,https://cf.geekdo-images.com/0xrgwN5L4u7HOIeY7QzkTg__thumb/img/a53Krylg3gOjVh7EhBMj2BE6HTM=/fit-in/200x150/filters:strip_icc()/pic2963697.jpg
551,552,Smash Up: Awesome Level 9000,2013,2,2,45,12,,https://cf.geekdo-images.com/nrf1jXPvkRnxYpGLAg51Xg__thumb/img/PUG0o8a1BjrQfcem_Cj5Hb6oBcw=/fit-in/200x150/filters:strip_icc()/pic1497102.jpg
552,553,Der Herr der Ringe: Die Entscheidung,2002,2,2,30,12,,https://cf.geekdo-images.com/_hBlhE0at6aow5G1I8-NMg__thumb/img/bsfevmaHrJxqdDW-OKfWKy9eUdM=/fit-in/200x150/filters:strip_icc()/pic69357.jpg
553,554,Mr. Jack,2006,2,2,30,9,,https://cf.geekdo-images.com/CDdF4xOQJsNK0gX8-tBdCQ__thumb/img/5b44BrekfAQznAhRIOSPDtwHMsg=/fit-in/200x150/filters:strip_icc()/pic3066125.jpg
554,555,Myrmes,2012,2,4,120,13,,https://cf.geekdo-images.com/irYtV0aFZFz-UlhV1uMNOg__thumb/img/pc-1nA3dBW6e1KBluTMb4FRTTbI=/fit-in/200x150/filters:strip_icc()/pic1370050.jpg
555,556,Defenders of the Realm,2010,1,4,90,13,,https://cf.geekdo-images.com/jWHk6CdY_Z8gr12LzuLBcg__thumb/img/Y_Zw1i5p9W6LAqkK82Ryows7i4g=/fit-in/200x150/filters:strip_icc()/pic649329.jpg
556,557,Medici,1995,2,6,60,10,,https://cf.geekdo-images.com/1njrltRuw3DrS0gNNu02Dg__thumb/img/FUuOaqHk3ohszzJvf8EcN7dphus=/fit-in/200x150/filters:strip_icc()/pic2672797.jpg
557,558,Cuba,2007,2,5,120,10,,https://cf.geekdo-images.com/nRp3AZhQD99Ajp5-96km-w__thumb/img/TzUSSWoa5l4MBLwr4vBRBo5zyg8=/fit-in/200x150/filters:strip_icc()/pic1205385.jpg
558,559,Leaving Earth,2015,1,5,180,15,,https://cf.geekdo-images.com/rpjQ2X1g2fau-VsgAYvo2A__thumb/img/Mryb8qHHoDA9nYeA0K8gKugHCWw=/fit-in/200x150/filters:strip_icc()/pic2624698.jpg
559,560,Zombie Kidz Evolúció,2018,2,4,15,7,,https://cf.geekdo-images.com/Iwv0Vg8FXIKlEr8xKsapIQ__thumb/img/LbMfaYV0-_2yRXvl6D8pjXa86IY=/fit-in/200x150/filters:strip_icc()/pic4334067.jpg
560,561,Alta società,1995,3,5,30,10,,https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__thumb/img/m5NSJT2r-BoSXYt9d1wQGT4dbUA=/fit-in/200x150/filters:strip_icc()/pic3894197.jpg
561,562,Coloretto,2003,2,5,30,8,,https://cf.geekdo-images.com/Z_C3ujE0BcRpbQjDd1Vatg__thumb/img/40jfO9cNXB20z1fm6FfSkGf5qVQ=/fit-in/200x150/filters:strip_icc()/pic149765.jpg
562,563,Torres,1999,2,4,60,12,,https://cf.geekdo-images.com/3pL0cEnaGn7Qwn6F2zvgcQ__thumb/img/IeKXnfVhcsJVKlrQ49bXkEEZDj8=/fit-in/200x150/filters:strip_icc()/pic3371593.jpg
563,564,Kingdom Builder,2011,2,4,45,8,,https://cf.geekdo-images.com/kJOP_BICVX-88sKqFRh9PQ__thumb/img/KwrWpSRncnCE0cEldldyVQ-0Cdk=/fit-in/200x150/filters:strip_icc()/pic1152359.jpg
564,565,ZhanGuo,2014,2,4,120,12,,https://cf.geekdo-images.com/asueS9har0y10uk672cbGw__thumb/img/80v16ohwO4WQNiR6Yoo_9IHI2NY=/fit-in/200x150/filters:strip_icc()/pic2242246.jpg
565,566,Warhammer Quest: Das Abenteuer-Kartenspiel,2015,1,4,60,14,,https://cf.geekdo-images.com/iZTS0-aD6KRvXxtYbbdODQ__thumb/img/FQdBjbA45KEJPG-36gWOn92uu4c=/fit-in/200x150/filters:strip_icc()/pic2625794.jpg
566,567,Specter Ops,2015,2,5,120,13,,https://cf.geekdo-images.com/lVFArtZrwFEDo23sDcSMEg__thumb/img/pky3rb47HJv8jcNPjV3jbDB7o4c=/fit-in/200x150/filters:strip_icc()/pic2486481.jpg
567,568,The Downfall of Pompeii,2004,2,4,45,10,,https://cf.geekdo-images.com/eZjGZ9O4hdUnc47rDgAgRg__thumb/img/Ii0rodwBgEzpHofswh32VECo1xk=/fit-in/200x150/filters:strip_icc()/pic1685805.jpg
568,569,Escape: A Templom átka,2012,1,5,10,8,,https://cf.geekdo-images.com/m6269wyfWVa7gZp3oXKx6A__thumb/img/WPqYsCIpVURoB_rdqRLgZptWNV8=/fit-in/200x150/filters:strip_icc()/pic3328521.jpg
569,570,EXIT 脱出：ザ・ゲーム　ファラオの玄室,2016,1,6,90,12,,https://cf.geekdo-images.com/fGO2BYF3whgNaSBZMVSO9g__thumb/img/UTICjkO5c4q01KusZw3NePiFvUg=/fit-in/200x150/filters:strip_icc()/pic3332423.jpg
570,571,Dracula,2005,2,5,180,10,,https://cf.geekdo-images.com/IPdbwjsYJgokVAjYUa1aWg__thumb/img/IFs-IOi9pkODntXfiXuenUj3NeQ=/fit-in/200x150/filters:strip_icc()/pic1586916.jpg
571,572,Das Ältere Zeichen,2011,1,8,90,13,,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__thumb/img/sc0S7TSpC40Mg9EEmufj-XqXcBw=/fit-in/200x150/filters:strip_icc()/pic1236119.jpg
572,573,Tokaido,2012,2,5,45,8,,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__thumb/img/OW3Jp2snfQM6Aq_nwOrKnHpF2hM=/fit-in/200x150/filters:strip_icc()/pic3747956.png
573,574,Wallenstein,2002,3,5,150,12,,https://cf.geekdo-images.com/WRrzW58eKeIWP1JxIiw2RQ__thumb/img/ufkxSGYcVTbolW6avXuxOmaxMcQ=/fit-in/200x150/filters:strip_icc()/pic358092.jpg
574,575,Cacao,2015,2,4,45,8,,https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__thumb/img/WCVlv0gzsj8yHAdyLUDKMb_fmBc=/fit-in/200x150/filters:strip_icc()/pic2379288.jpg
575,576,In der Halle des Bergkönigs,2019,2,5,90,12,,https://cf.geekdo-images.com/O85rGsVqqTfrFbcHQCIFHg__thumb/img/td7Xjx0NMeSUrBVm4fBoIweCxjA=/fit-in/200x150/filters:strip_icc()/pic4421569.jpg
576,577,Odlotowy wyścig,2015,2,8,60,14,,https://cf.geekdo-images.com/x7ZIq-jb6z10UJiv_8wsyg__thumb/img/URNMA8H29TNXaMhjNvxdV4Xvql8=/fit-in/200x150/filters:strip_icc()/pic2073821.jpg
577,578,Between Two Castles of Mad King Ludwig,2018,2,7,60,10,,https://cf.geekdo-images.com/IwczsFUMHhIyI_39wFaHWw__thumb/img/ZYxFKVVLpPbjfxRw4OXpvQMrQto=/fit-in/200x150/filters:strip_icc()/pic4285717.jpg
578,579,Vegas Showdown,2005,3,5,75,12,,https://cf.geekdo-images.com/wM_EthfKjJB4sGapwxZMpA__thumb/img/w1713b_KYUg90TgRgcaG-8Tcr-E=/fit-in/200x150/filters:strip_icc()/pic4599533.jpg
579,580,Yamataï,2017,2,4,80,13,,https://cf.geekdo-images.com/3F1FUd4HRn2xLJpXEfmMbA__thumb/img/80Hmhnfjv7BEKgHBNP6rGcM5tfk=/fit-in/200x150/filters:strip_icc()/pic3357724.jpg
580,581,Die Arena von Tash-Kalar,2013,2,4,60,13,,https://cf.geekdo-images.com/woifEuhjEe-0VPKtPcwaIw__thumb/img/PwCqGHn47oqbKt7aJdkhKb4JG_A=/fit-in/200x150/filters:strip_icc()/pic1875045.jpg
581,582,Advanced Squad Leader: Starter Kit #1,2004,2,2,120,13,,https://cf.geekdo-images.com/fdW-dYgzl1IPdW0Bu1aj7Q__thumb/img/ZEfuj9dfmJM6hdOiBw-fxlhb24k=/fit-in/200x150/filters:strip_icc()/pic40772.jpg
582,583,Arkwright,2014,2,4,240,12,,https://cf.geekdo-images.com/42Arfn__U6EZcAj6biuh4w__thumb/img/zM8pwB0LilhgIQd67L7mOgeZ25o=/fit-in/200x150/filters:strip_icc()/pic2776693.png
583,584,Draftosaurus,2019,2,5,15,8,,https://cf.geekdo-images.com/JahbLRZ_jEe8P8gisXUtJw__thumb/img/XGKi6qBOizS_IdLqOHny-rf0JZw=/fit-in/200x150/filters:strip_icc()/pic4447676.jpg
584,585,The Networks,2016,1,5,90,13,,https://cf.geekdo-images.com/3Mjt1-JxuXV_hamkypi0mw__thumb/img/5KiCIZrcPJ6AkX9FJb0E2RGxM3Y=/fit-in/200x150/filters:strip_icc()/pic2896170.jpg
585,586,HeroQuest,1989,2,5,90,14,,https://cf.geekdo-images.com/Xs-1y-7jfcx8K1ybu1NkAQ__thumb/img/xcGlbOCL--rjuwQgpZmuQ71dEqI=/fit-in/200x150/filters:strip_icc()/pic338410.jpg
586,587,L'Oracle de Delphes,2016,2,4,100,12,,https://cf.geekdo-images.com/B3wVBSgHz1SW3VfcwbNvIA__thumb/img/z5eHOpwpI70RpFsiFcciqxBtPyk=/fit-in/200x150/filters:strip_icc()/pic3126511.jpg
587,588,Cooper Island,2019,1,4,120,12,,https://cf.geekdo-images.com/YDY6ZHqdRyDMvpfQO_jV7A__thumb/img/AJf9NTVOgyXyntg2jjZW1FuR9aM=/fit-in/200x150/filters:strip_icc()/pic4853982.jpg
588,589,BANG! A kockajáték,2013,3,8,15,8,,https://cf.geekdo-images.com/BLTFau1Ue-gjX6geQdYrjQ__thumb/img/IijBpyOQC760F6XIw34WT0ePqe4=/fit-in/200x150/filters:strip_icc()/pic2909713.jpg
589,590,Century: A Kelet Csodái,2018,2,4,45,8,,https://cf.geekdo-images.com/l1xKAcYniMJQNq60H5DdEA__thumb/img/G3If6BTwLAGBZm6u2b-N_YZcZ4k=/fit-in/200x150/filters:strip_icc()/pic3898507.jpg
590,591,Eminent Domain,2011,2,4,45,10,,https://cf.geekdo-images.com/Dn3gJBq-k8Zww4a5yCzgOQ__thumb/img/IuAN5frtRpuyA5ZyueUdG3_DMxs=/fit-in/200x150/filters:strip_icc()/pic1160506.jpg
591,592,Love Letter: Batman,2015,2,4,20,10,,https://cf.geekdo-images.com/PWa3bk0_hc3h9wes51e2gA__thumb/img/SxEtASAGYnXBmWKaSNtXgUu3f78=/fit-in/200x150/filters:strip_icc()/pic2290765.jpg
592,593,Nova Luna,2019,1,4,60,8,,https://cf.geekdo-images.com/k8OZeKYMN2vVSVCl5FD-UA__thumb/img/lRMeiFcB9C3ivyZlCoPRQe5xKNU=/fit-in/200x150/filters:strip_icc()/pic5382418.jpg
593,594,Up Front,1983,2,3,60,12,,https://cf.geekdo-images.com/WL-MadX53E3tvRul68pfFA__thumb/img/Y3PwO1d75dZZ7Fmmn3KX_wEkbD4=/fit-in/200x150/filters:strip_icc()/pic933161.jpg
594,595,K2,2010,1,5,60,8,,https://cf.geekdo-images.com/JlUNpGfe_k7FSYLTrh0ovw__thumb/img/jYzh0MuH2xTed0d4z8kNNCXLqsM=/fit-in/200x150/filters:strip_icc()/pic5875489.jpg
595,596,Crusaders: Thy Will Be Done,2018,2,4,60,14,,https://cf.geekdo-images.com/FDJNeXF3PLJDhRHPYXO4GQ__thumb/img/xw2zPE7UtVxcqYcTCphOcPERXAs=/fit-in/200x150/filters:strip_icc()/pic3187849.png
596,597,Dračí palác,2017,2,4,45,8,,https://cf.geekdo-images.com/LvBG5jXW8ZFyllrbyJme-A__thumb/img/rmPTY8XdFru_9M_Ty68j4LpK10A=/fit-in/200x150/filters:strip_icc()/pic3683059.png
597,598,The Duke,2013,2,2,30,13,,https://cf.geekdo-images.com/dDFcB5lodNZxzxfWsTJtUg__thumb/img/TFdeBRREl0DtKLoCzcT6-Upxy7E=/fit-in/200x150/filters:strip_icc()/pic1688903.jpg
598,599,Onirim (Second Edition),2014,1,2,15,10,,https://cf.geekdo-images.com/1slxfvpKsJ6Y5awUtvUYew__thumb/img/A1cC_OpLB3m26EQFAMnWTjMnkLI=/fit-in/200x150/filters:strip_icc()/pic2257657.png
599,600,!شیش قلو,1994,2,10,45,8,,https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__thumb/img/jqJgikalfbCRPAMpjq4bWH0sj08=/fit-in/200x150/filters:strip_icc()/pic2602138.jpg
600,601,Feudum,2017,2,5,180,12,,https://cf.geekdo-images.com/6H7GL6Ce6CIz-_bcFG2zxw__thumb/img/Ioga99IgrC-t_bF80J0FDqcj3oc=/fit-in/200x150/filters:strip_icc()/pic3074532.jpg
601,602,Empires: Age of Discovery,2015,2,6,150,10,,https://cf.geekdo-images.com/5Z_ZH3J9AcC1cmGce7a2Gw__thumb/img/gGFkuFVIixRjEWT63zBgSVXxNXI=/fit-in/200x150/filters:strip_icc()/pic2420342.jpg
602,603,Space Hulk,1989,2,4,45,12,,https://cf.geekdo-images.com/XgVrr2ImtAlnQylHdrzlQg__thumb/img/u_51bjTXk4fpCstKagB93POGjPk=/fit-in/200x150/filters:strip_icc()/pic1411446.jpg
603,604,D-Day at Omaha Beach,2009,1,2,480,12,,https://cf.geekdo-images.com/2vp4oeiBW3sjV-z3nSXyzg__thumb/img/utiWeznlJb3D2OfBpm-ceLsLr-c=/fit-in/200x150/filters:strip_icc()/pic6112285.jpg
604,605,Mexica,2002,2,4,90,10,,https://cf.geekdo-images.com/-bOJ-MJseZ4R9SPx-NDrQw__thumb/img/0KYcQBPLgzdLE2UqKjs-6yCtlZg=/fit-in/200x150/filters:strip_icc()/pic2470537.jpg
605,606,Yspahan,2006,2,4,60,8,,https://cf.geekdo-images.com/_hUX-wQKA7Y8NYLitCl3Kw__thumb/img/gB45aMPqMqqTVndQsxm34ofuL40=/fit-in/200x150/filters:strip_icc()/pic244381.jpg
606,607,Shipyard,2009,2,4,120,11,,https://cf.geekdo-images.com/sPgjX2_W4XDpE0SUv82HsQ__thumb/img/Hal-DG2J9KHoaonkfQK-BU0HUZA=/fit-in/200x150/filters:strip_icc()/pic1809442.jpg
607,608,Telestrations: 12 Player Party Pack,2011,4,12,30,12,,https://cf.geekdo-images.com/nIbj81W8PSOr4Ei4XgubRg__thumb/img/Sd6GtpueVjrhJehHkwBuZW65LxY=/fit-in/200x150/filters:strip_icc()/pic4740642.jpg
608,609,Arcadia Quest: Inferno,2017,2,4,120,13,,https://cf.geekdo-images.com/1nK95H00UfV88m7aXSPmXA__thumb/img/U7ic5aJM0fo42OaiK8pjTGdq0ko=/fit-in/200x150/filters:strip_icc()/pic3836517.jpg
609,610,Abenteuer in Mittelerde,2009,2,4,180,13,,https://cf.geekdo-images.com/QManhbcHysi-waXrqYWvQQ__thumb/img/TpxfNImg_Ul45w7-0zpxdnvPUbs=/fit-in/200x150/filters:strip_icc()/pic717059.jpg
610,611,Cry Havoc,2016,2,4,120,10,,https://cf.geekdo-images.com/OaKLFUgTVdUYvGxLT5QjsQ__thumb/img/Q_G1GlSoIsbibsaOFDmr4_YGwhM=/fit-in/200x150/filters:strip_icc()/pic3090929.jpg
611,612,Ashes Reborn: Rise of the Phoenixborn,2015,2,4,120,14,,https://cf.geekdo-images.com/BxBWqnm98y1qgk9cEmStgQ__thumb/img/hMH88NFG6vP60vUif6fTr1ctsOA=/fit-in/200x150/filters:strip_icc()/pic5868255.jpg
